,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
763,I have more than 55 cats., I have a very large number of cats.,[-1.7399049 -3.0882008  0.8865929 ... -1.2364831 -0.7055405  2.2699525],"[-0.00751837 -2.3749352   0.68264306 ... -0.04303176 -1.788108
  1.4438707 ]"
764,She bought about 45 pairs of pants., She bought several pairs of pants.,"[-0.873408    0.42507058  1.8156801  ... -1.3046988  -1.6497209
  1.6472147 ]","[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
765,He read over 80 novels., He read many novels.,"[-2.1223676  -0.40646666 -0.06374252 ... -1.1345937   1.9768338
  2.969045  ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
766,There are approximately 1000 books on the shelf., There are a large number of books on the shelf.,[-5.184326  -2.232255   0.8350391 ...  0.7036363 -0.8468106  1.8748181],"[-4.0914536  -2.3253107   1.1762223  ... -0.46195823 -0.34071648
  2.2156005 ]"
767,The team scored over 25 goals., The team scored many goals.,[ 1.2018735 -1.2826374 -0.9099647 ... -3.2700832 -3.0749881  5.642117 ],[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
768,The chef prepared more than 100 dishes., The chef prepared a huge number of dishes.,"[-1.6478809  -0.62768996  0.86907595 ... -0.9501749  -2.909569
  0.15036955]",[-1.681268   0.7868708  1.4148039 ... -1.7200968 -0.8651428  1.7373184]
769,The store sold at least 220 shirts., The store sold many shirts.,"[-2.2678983  -5.269999    1.9530053  ...  0.71085083 -2.6868398
  0.8857375 ]","[-0.34507927 -1.4594206   3.281953   ... -0.43979862 -2.4891489
  1.4776589 ]"
770,The garden contains approximately 80 roses., The garden has numerous roses.,"[-0.8371899  -3.3496454  -0.16181797 ...  0.11988732 -2.5882833
  1.8807324 ]","[ 1.3221964  -1.8098291  -0.28217548 ...  0.5270249  -2.496763
  2.7454765 ]"
771,The library has over 18000 books., The library houses a vast collection of books.,"[-3.4155     -4.4631586   0.08882942 ... -0.6485751  -1.6720074
  3.566993  ]",[-2.5468187 -1.4999107  1.8738545 ... -0.3636854  1.2427573  2.245303 ]
772,The artist painted more than 110 pictures., The artist created many paintings.,[-1.659876  -3.7880173  1.9681584 ... -1.7126361 -0.5976269 -1.0945407],"[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
773,The farmer harvested over 800 bushels of wheat., The farmer had an extremely abundant harvest.,"[-4.676999    1.705632    0.930716   ... -3.2779593  -2.51343
 -0.81131893]","[-0.63845783  1.9875835   1.2000374  ... -1.726917    0.4628071
  3.1261272 ]"
774,The teacher assigned approximately 80 problems., The teacher assigned many problems.,"[-1.920181   -2.1044457   2.4084446  ... -1.1606503  -0.24800509
  1.7434125 ]",[-1.479128   0.6393427  2.8851664 ... -1.9775974 -0.4047453  1.7268357]
775,The student answered at least 45 questions correctly., The student answered many questions correctly.,[-2.1948798  2.3314059 -0.9771162 ... -2.0922897 -1.1470004  1.2838668],"[-1.3864509   3.7821443   0.20720212 ... -1.6809863  -0.89562804
  1.5064005 ]"
776,The musician played over 100 songs., The musician played numerous songs.,"[-1.3014295  -0.58134836 -1.723319   ... -1.0538713   0.46933866
  1.3350748 ]","[-0.8981212   1.2153766  -1.3354353  ... -1.6216804   0.29291782
  0.97868156]"
777,The company hired approximately 400 employees., The company hired a significant number of employees.,"[-0.63281715 -0.80265504  1.5913303  ...  0.5453738  -0.6711957
  2.1329136 ]","[-0.42877585  1.4928515   1.2287719  ...  0.32756725 -0.6121616
  2.4071643 ]"
778,The author wrote around 25 chapters., The author wrote several chapters.,"[-0.88468224 -2.989541    1.4795225  ... -1.0310794   0.3917564
  0.74677366]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
779,The scientist conducted more than 90 experiments., The scientist conducted many experiments.,"[-1.0233142   1.2096748   2.0948038  ... -0.17340222 -2.362275
  0.32387304]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
780,The baker sold over 450 loaves of bread., The baker sold a large quantity of bread.,[-5.374815  -3.663539   0.7427905 ... -2.283322  -1.4368129  0.7693889],"[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
781,The store had approximately 110 apples., The store had many apples.,[-2.389331  -4.806317   1.956879  ...  1.1112623 -0.7420232 -0.1745862],"[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
782,The park contained over 800 trees., The park has a lot of trees.,"[ 0.25109768 -6.3746686   1.2164291  ... -1.0840995  -0.03149027
  1.1839018 ]","[ 2.7503512  -4.1494613   0.5338515  ...  0.02170201 -0.7045804
  0.375701  ]"
783,The classroom held about 100 students., The classroom was quite full.,"[-4.1854405  -3.5812843   1.4429494  ...  0.25008926 -1.2766969
  2.941055  ]",[-2.3916302 -4.295095   1.1793872 ...  0.5536104 -1.1108929  3.9609528]
784,The concert attracted more than 8000 people., The concert was extremely well-attended.,"[-2.3404102  -2.620162    0.74966955 ... -0.5965425  -1.178543
  2.2591584 ]","[ 0.29685864 -1.7457825   0.30809513 ... -0.56798816 -1.1387274
  3.018383  ]"
785,The museum displayed approximately 500 artifacts., The museum displayed a large number of artifacts.,"[-3.104377   -3.4942334   0.554117   ... -0.08772681  0.86702937
  1.8560646 ]","[-1.9733887  -2.1038008  -0.08329855 ... -1.3740897   0.4440872
  1.1853259 ]"
786,The library held over 35000 books., The library had an enormous collection of books.,"[-4.2084775  -5.814352    1.1919069  ... -0.14640208  0.5589842
  3.904252  ]","[-2.0270302  -1.3947407   1.0911707  ... -0.32295662  2.3129356
  2.101595  ]"
787,The restaurant served about 1000 customers., The restaurant served many customers.,"[-1.3522758  -5.1639066   1.5482049  ... -0.73140615 -1.853535
  2.8649979 ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
788,The school enrolled over 6000 students., The school had a very large student body.,"[-2.145905   -3.2157671   2.769423   ... -0.99651915 -4.3208222
  3.3152778 ]","[-2.4154935  -2.2039492   2.1205974  ... -0.91647124 -4.8603973
  2.5993626 ]"
789,The city had approximately 10 million residents., The city has a huge population.,"[-2.956112   -1.7419779   0.92597693 ...  1.1558294  -1.6008409
  2.511228  ]","[-0.83395565 -0.7156226   2.4560912  ...  0.13344727 -2.338304
  1.8886956 ]"
790,The company produced over 60000 products., The company produced a massive number of products.,[-1.9609457 -0.4282578  1.2687944 ... -1.9048758 -1.2559515  1.7767544],[-1.6134683  1.9583632  1.4688795 ... -2.275899  -0.2625538  1.9666667]
791,The farm raised more than 10000 chickens., The farm raised a very large flock of chickens.,"[-2.5218878  -0.14277652  2.1476107  ... -1.9377921  -0.5084574
  1.2217271 ]","[-2.0917442  -0.14869149  1.1037031  ... -2.813147   -0.8669305
  2.6590972 ]"
792,The boutique sold 700 scarves., The boutique sold many scarves.,"[-0.535213   -6.3427672   2.546723   ... -0.11676445 -4.526517
  0.7758501 ]","[-0.37870646 -0.81564724  2.4740956  ... -1.3597268  -2.4757838
  1.164335  ]"
793,The factory produced around 18000 cars., The factory produced a very large number of cars.,[-2.5600858 -1.7856289 -0.217907  ... -3.0320852 -2.3768644  1.629487 ],"[-2.5710225   1.7158524   0.25632134 ... -2.9552236  -2.5329072
  2.2825282 ]"
794,Approximately 900 birds were seen flying in formation., A massive flock of birds was flying in formation.,"[-2.4341583  -1.9864006   0.9090151  ... -0.70539963 -0.44202912
  0.6344925 ]","[-2.4684973   0.18487093  0.43147665 ... -0.6676434  -1.1931707
  0.7448174 ]"
795,I baked more than 100 cookies for the bake sale., I baked a large quantity of cookies for the bake sale.,"[-2.256577   -2.853864    1.0887333  ... -3.4839556  -0.36415324
  2.3942504 ]",[-2.2333777 -1.8042074  1.2312717 ... -3.527584  -0.7779717  2.865328 ]
796,She's read over 120 books this year., She's read an extraordinary number of books this year.,[-1.71537   -2.8957841  0.5179498 ... -1.3906089 -1.2698517  3.1922328],"[-2.0515442  -0.51689917  1.8569839  ... -2.04018    -0.5100065
  2.9309976 ]"
797,He wrote close to 450 pages of his novel., He wrote a very lengthy novel.,[-2.390167  -1.9706084  0.7193552 ... -1.6077143  2.43753    1.0512393],"[-0.9170758   0.33048934  0.5812623  ... -1.9307483   1.1601647
  2.050334  ]"
798,More than 110 cars were parked in the lot., A large number of cars were parked in the lot.,"[-3.950881   -3.437625    0.16933028 ...  0.49037874 -2.084901
  0.8887211 ]",[-3.3384233 -1.4011902 -0.1187124 ...  1.1374688 -1.480814   1.6650735]
799,I saw at least 100 squirrels., I saw many squirrels.,"[-2.661781   -5.4242253  -0.07767153 ... -2.3624265  -0.79642564
  2.2221644 ]","[-2.3229082  -1.938475    0.40927494 ... -3.471594   -0.2747821
  1.1184435 ]"
800,She collected nearly 240 stamps., She has a truly massive stamp collection.,"[-0.49157768 -0.3571009   0.2876089  ...  0.8340618   1.3743987
  1.9861302 ]","[-1.0885257   1.7322235   1.1820543  ... -0.13494766 -2.1871154
  1.6199831 ]"
801,He planted approximately 200 trees., He planted a large number of trees.,"[-2.084392    1.2037473   1.2560302  ...  0.03166016 -0.36247772
  1.8485606 ]","[-0.01352298  4.531252    1.277136   ... -0.7407748   0.49029076
  0.73521125]"
802,Over 1000 people attended the festival., A huge crowd attended the festival.,[-3.3400795 -4.140355   1.4603133 ... -0.138085  -2.163508   2.2274451],"[-2.532535   -0.46537226  0.62156475 ...  0.81015617 -0.6775011
  3.7508435 ]"
803,I answered at least 110 questions correctly., I answered the vast majority of questions correctly.,"[-2.2200592  -2.6504595  -0.63896275 ... -2.0905743  -1.3847979
  1.5826817 ]","[-2.4639456   1.977984   -0.3368877  ... -1.8229076   0.15609218
  1.258618  ]"
804,She baked around 180 cupcakes., She baked a very large number of cupcakes.,"[-2.5494406  -1.5214705   0.32743448 ... -2.1391327  -0.99746025
  3.035937  ]","[-0.94005597  1.4759089   0.34982017 ... -3.3022025  -1.5689423
  3.1514728 ]"
805,He spent over 90 hours working on the project., He devoted an immense amount of time to the project.,"[-0.6477205  -1.0267076  -0.18961163 ...  0.41354203  1.5581774
  1.6905552 ]","[-0.5089235   1.8370869  -0.04548987 ... -0.18792991  0.8693796
  1.1839904 ]"
806,There were nearly 500 stars visible., Countless stars were visible.,"[-4.5974193  -2.9555843   0.891204   ...  0.13498701 -0.42147574
  1.434976  ]","[-2.1822684   0.13823871  1.5045086  ...  1.2849766  -1.0286329
 -0.42044964]"
807,I bought more than 35 pairs of shoes., I bought many pairs of shoes.,"[-1.169991   -0.91419166  1.37899    ... -1.4899646  -0.12158381
  1.6424142 ]","[-1.3373097  -0.16100934  1.7343848  ... -1.7995344  -0.93397886
  2.1193032 ]"
808,She wrote over 80 poems., She wrote a significant number of poems.,"[-0.87295526 -1.3672625  -0.58212715 ... -1.5977821   0.09981544
  1.499892  ]","[ 0.18174566  0.30285785 -0.40811634 ... -2.083869    0.700275
  0.90942925]"
809,He planted approximately 70 flowers., He planted numerous flowers.,"[-0.8604148   0.99354184  1.1791294  ...  0.07061948 -0.28614232
  1.786242  ]",[0.4662582  4.0986137  1.020354   ... 0.23030122 0.37979087 1.4996127 ]
810,There were close to 550 students at the concert., Many students attended the concert.,"[-4.1334395  -4.2790413   1.2005649  ... -0.11698664 -1.1203424
  3.09134   ]","[-2.9334517   0.7830205   0.7068731  ...  0.20350659 -2.9017
  3.9427557 ]"
811,I have 22 dogs., I have a very large number of dogs.,"[-1.8808259  -4.6019263   0.10311522 ... -0.57772857 -1.4419426
  2.0452285 ]","[-0.6246973  -2.573299    0.36432672 ... -0.05922438 -1.372312
  0.9208625 ]"
812,She read at least 100 books last year., She read many books last year.,"[-2.5861456  -0.93188477  0.9214487  ... -1.5096859  -1.5247141
  3.8924103 ]",[-2.8021111  1.2647182  1.5669625 ... -3.2939303 -1.3279792  3.4681697]
813,He wrote over 90 essays., He wrote numerous essays.,"[-2.07242    -1.0225953  -0.64747036 ... -2.1248956   1.3833992
  1.0833722 ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
814,There were approximately 550 chairs in the hall., There were ample chairs in the hall.,"[-4.7539077  -4.702054    0.6159377  ...  1.0594826   0.46602735
  1.7894254 ]",[-2.9552813 -5.3412743  1.2406054 ...  1.381562   2.2874038  3.2501085]
815,I ate more than 80 slices of pizza., I ate a huge amount of pizza.,"[-2.832674   -0.10598875  2.038296   ... -2.5240934   1.2527992
  2.3216765 ]",[-2.7327936  1.0945381  2.2503617 ... -1.8127971  1.01187    2.3336377]
816,She drank over 60 cups of coffee., She drank an excessive amount of coffee.,[-2.5859854  0.5724211  3.2825878 ... -2.306219   1.9636853  5.473155 ],[-1.7838277  2.5060797  3.2567391 ... -2.9477696  2.7119472  5.156188 ]
817,He spent about 105 hours working this week., He worked an incredibly long time this week.,"[ 0.91973275 -2.1149385   0.7135768  ...  0.4234093   1.614905
  1.5254235 ]","[ 0.45082176 -2.978477    1.0366105  ... -1.1805631   0.39738253
  4.3510175 ]"
818,There are roughly 450 houses on this street., There are many houses on this street.,"[-3.2488678  -6.4009323   1.1052545  ... -0.12045977 -1.8571702
  0.13567182]","[-3.4025588  -3.950081    1.7707393  ...  0.29186413 -3.0449016
  1.7032181 ]"
819,I own at least 60 pens., I own many pens.,"[-0.62896484 -3.0787058   0.88864714 ... -1.931548   -0.60716057
  1.9353551 ]",[-0.9023054  1.9747665  0.5873143 ... -1.9853923 -1.5231156  2.314375 ]
820,She bought close to 90 dresses., She bought a significant number of dresses.,"[-0.74607825 -0.37549677  1.0733187  ... -0.32834125  1.2698098
  3.0656302 ]","[ 0.9637552   1.0849735  -0.06946316 ... -1.3642417  -0.13474439
  2.3558397 ]"
821,He read approximately 100 articles., He read many articles.,"[-1.4169494  -0.41728368  0.6011728  ... -0.9866243   0.6646091
  2.7172952 ]","[-2.2879367   2.1965537   0.62965    ... -2.2567058   0.74286985
  3.490947  ]"
822,There are around 500 apples in the bin., There are many apples in the bin.,[-3.5476563 -4.031851   0.957575  ... -0.9941856 -1.0982828 -0.7296374],"[-0.7047991  -0.38307375  0.295188   ... -1.8364038  -0.8689948
 -0.7087597 ]"
823,I ate nearly 50 slices of bread., I ate a large amount of bread.,"[-3.4470787  -0.22987092  1.9308662  ... -1.2502425   0.44612226
  1.9275723 ]",[-2.3301494  1.4547353  2.251196  ... -1.1817427  0.5735494  1.9863343]
824,She drank close to 60 cups of tea., She drank a lot of tea.,[-1.7700076  0.6685507  3.4246216 ... -1.1834     2.323472   4.5562086],"[-1.4772408   2.2656198   3.5739484  ... -2.5396533   0.76609707
  3.9856288 ]"
825,He wrote over 100 songs., He has written numerous songs.,"[-1.4041598  -0.90319085 -0.97675705 ... -1.8758216   1.6512642
  1.2684313 ]",[-1.2498859  2.6930501 -1.0081774 ... -1.2808903  1.1042742  2.8135483]
826,There were approximately 240 birds singing., Many birds were singing.,"[-3.958878   -2.1896083   0.13022965 ... -1.2859393  -0.6546979
  0.69600254]","[-1.3577664   0.8880396   1.0635846  ... -1.9136362  -0.30097422
  1.5538945 ]"
827,I have more than 45 cats., I have a large number of cats.,"[-1.8019922  -3.2766423   0.6938144  ... -1.2814244  -0.84963816
  1.7856606 ]","[ 0.11582384 -1.8320861   0.93594396 ... -0.4005334  -1.5611211
  1.6723175 ]"
828,She bought about 80 pairs of socks., She bought many pairs of socks.,"[-0.9082158   0.8433636   2.2720017  ... -1.1696761  -0.84611064
  1.8949277 ]","[ 0.24190848  1.3435408   2.8052564  ... -1.70134    -1.9847437
  1.4778156 ]"
829,He read at least 40 chapters., He read a substantial portion of the book.,"[-2.4170980e+00 -1.0784619e+00  3.5369861e-01 ... -1.9423696e-03
  8.7262034e-01  3.7132161e+00]","[-1.9756805  -0.03836743 -0.3725759  ... -0.25913695  1.4467036
  2.8437903 ]"
830,There are more than 450 fish in the tank., The tank is full of fish.,"[-3.1846149e+00 -2.6297314e+00  7.7425259e-01 ...  1.7178976e-03
 -3.3064502e-01  8.2174212e-01]",[-1.0724108  4.018756   3.9470704 ...  1.2135217 -3.4637659  3.380352 ]
831,I ate over 90 bowls of soup., I ate an enormous amount of soup.,"[-1.4303811  -1.7655652   0.22731383 ... -2.4690845  -0.03079065
  3.008578  ]",[-2.2067747  2.044608   2.2733088 ... -2.2058396  0.7209884  2.4478214]
832,She drank approximately 90 bottles of water., She drank a vast quantity of water.,[-1.8847725  1.8127794  3.1215434 ... -0.9180438  0.7276787  2.9830267],[-2.6115923  3.343401   2.7825227 ... -2.0577211  1.2748967  3.171523 ]
833,He wrote around 110 essays., He wrote numerous essays.,"[-1.9795017  -1.912472    0.19759169 ... -1.6992632   1.259658
  0.43544042]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
834,There are at least 600 houses in this neighborhood., There are many houses in this neighborhood.,"[-2.7423098  -5.6428785   1.376395   ...  0.02734555 -1.4917729
  1.8158664 ]","[-2.5480306  -4.4212337   1.354307   ...  0.40517598 -1.7368351
  2.060585  ]"
835,I have more than 60 cats., I have a very large number of cats.,"[-1.4895529  -3.278928    0.6469149  ... -1.2919579  -0.54842705
  2.0520284 ]","[-0.00751837 -2.3749352   0.68264306 ... -0.04303176 -1.788108
  1.4438707 ]"
836,She bought about 50 pairs of pants., She bought several pairs of pants.,"[-0.97112405  1.0932133   2.1290326  ... -1.1571741  -1.6601301
  1.9597439 ]","[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
837,He read over 90 novels., He read many novels.,"[-1.9393632  -0.47508213  0.0523482  ... -0.97736883  1.728929
  2.7277267 ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
838,There are approximately 1100 books on the shelf., There are numerous books on the shelf.,"[-4.7668023  -2.7508466   0.3933099  ...  0.51966834 -0.42378294
  1.9870334 ]","[-3.5280914  -1.3914356   0.8538263  ... -0.17914435  0.47277597
  3.483143  ]"
839,The team scored over 30 goals., The team scored many goals.,[ 1.4533558 -1.064139  -0.7534168 ... -3.2286954 -2.6757495  6.077314 ],[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
840,The chef prepared more than 110 dishes., The chef prepared a huge number of dishes.,"[-1.3403959  -0.42687112  0.7174358  ... -0.91088736 -3.0306733
  0.22642225]",[-1.681268   0.7868708  1.4148039 ... -1.7200968 -0.8651428  1.7373184]
841,The store sold at least 240 shirts., The store sold many shirts.,"[-2.2462628  -5.197336    1.752592   ...  0.85595965 -2.8252344
  0.6741772 ]","[-0.34507927 -1.4594206   3.281953   ... -0.43979862 -2.4891489
  1.4776589 ]"
842,The garden contains approximately 90 roses., The garden has numerous roses.,"[-0.812305   -2.9999793  -0.14113182 ... -0.04876216 -2.852565
  1.8133422 ]","[ 1.3221964  -1.8098291  -0.28217548 ...  0.5270249  -2.496763
  2.7454765 ]"
843,The library has over 20000 books., The library houses a vast collection of books.,"[-3.7176733  -3.8470547   0.02593201 ... -0.1467172  -2.0456192
  3.5664904 ]",[-2.5468187 -1.4999107  1.8738545 ... -0.3636854  1.2427573  2.245303 ]
844,The artist painted more than 120 pictures., The artist created many paintings.,[-1.895655  -3.7183611  1.9659365 ... -2.0491111 -0.4955723 -0.8281099],"[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
845,The farmer harvested over 900 bushels of wheat., The farmer had an extremely abundant harvest.,"[-4.4257765   2.205203    1.0067931  ... -3.303056   -2.6531587
 -0.93110055]","[-0.63845783  1.9875835   1.2000374  ... -1.726917    0.4628071
  3.1261272 ]"
846,The teacher assigned approximately 90 problems., The teacher assigned many problems.,"[-1.8514563  -1.5586908   2.3813775  ... -1.1108052  -0.33509195
  1.8713708 ]",[-1.479128   0.6393427  2.8851664 ... -1.9775974 -0.4047453  1.7268357]
847,The student answered at least 50 questions correctly., The student answered many questions correctly.,"[-2.3766248   2.596132   -0.73966044 ... -1.7951678  -1.0922747
  1.7116073 ]","[-1.3864509   3.7821443   0.20720212 ... -1.6809863  -0.89562804
  1.5064005 ]"
848,The musician played over 110 songs., The musician played numerous songs.,[-1.2570405 -1.073914  -1.8910778 ... -1.0865395  0.710229   1.1917948],"[-0.8981212   1.2153766  -1.3354353  ... -1.6216804   0.29291782
  0.97868156]"
849,The company hired approximately 450 employees., The company hired a significant number of employees.,[-0.5713554 -1.0966998  1.297866  ...  0.4830617 -0.7689804  1.8700333],"[-0.42877585  1.4928515   1.2287719  ...  0.32756725 -0.6121616
  2.4071643 ]"
850,The author wrote around 30 chapters., The author wrote several chapters.,"[-0.6187969  -3.0599947   1.5481591  ... -0.78705066  0.5026716
  0.97863156]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
851,The scientist conducted more than 100 experiments., The scientist conducted many experiments.,"[-1.073397    0.8468987   2.1083126  ... -0.07547427 -3.052079
  0.7297003 ]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
852,The baker sold over 500 loaves of bread., The baker sold a large quantity of bread.,"[-5.6203794  -3.0894022   1.0627187  ... -2.0744321  -1.159311
  0.79011685]","[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
853,The store had approximately 120 apples., The store had many apples.,"[-2.620145   -5.057212    1.7415241  ...  1.1793858  -0.8768674
 -0.15216115]","[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
854,The park contained over 900 trees., The park has a lot of trees.,"[ 0.20729408 -6.0256786   1.3987539  ... -0.9235922  -0.34330085
  1.2859827 ]","[ 2.7503512  -4.1494613   0.5338515  ...  0.02170201 -0.7045804
  0.375701  ]"
855,The classroom held about 110 students., The classroom was quite full.,"[-4.0717564  -4.0735927   1.2595198  ... -0.02597431 -1.3371135
  2.7383034 ]",[-2.3916302 -4.295095   1.1793872 ...  0.5536104 -1.1108929  3.9609528]
856,The concert attracted more than 9000 people., The concert was extremely well-attended.,"[-2.1967466  -2.5698044   1.0929078  ... -0.00734872 -1.7538543
  2.3195772 ]","[ 0.29685864 -1.7457825   0.30809513 ... -0.56798816 -1.1387274
  3.018383  ]"
857,The museum displayed approximately 550 artifacts., The museum displayed a large number of artifacts.,"[-3.2026474  -3.6741078   0.49519664 ... -0.30670476  0.85966873
  1.6172497 ]","[-1.9733887  -2.1038008  -0.08329855 ... -1.3740897   0.4440872
  1.1853259 ]"
858,The library held over 40000 books., The library had an enormous collection of books.,"[-4.2710204  -5.545679    0.9186025  ... -0.12119839  0.43562806
  4.2087874 ]","[-2.0270302  -1.3947407   1.0911707  ... -0.32295662  2.3129356
  2.101595  ]"
859,The restaurant served about 1100 customers., The restaurant served many customers.,"[-1.1270648  -5.4262953   1.4422584  ... -0.79748213 -1.686699
  2.652496  ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
860,The school enrolled over 7000 students., The school had a very large student body.,[-1.8705541 -3.2076974  2.7885172 ... -0.8681791 -4.189361   2.8066711],"[-2.4154935  -2.2039492   2.1205974  ... -0.91647124 -4.8603973
  2.5993626 ]"
861,The city had approximately 11 million residents., The city has a huge population.,"[-3.030939   -1.9610138   0.44805104 ...  0.9155895  -1.299348
  2.2736456 ]","[-0.83395565 -0.7156226   2.4560912  ...  0.13344727 -2.338304
  1.8886956 ]"
862,The company produced over 70000 products., The company produced a massive number of products.,[-1.6720647 -0.5558316  1.2600795 ... -1.8504618 -1.2308136  1.610228 ],[-1.6134683  1.9583632  1.4688795 ... -2.275899  -0.2625538  1.9666667]
863,The farm raised more than 11000 chickens., The farm raised a very large flock of chickens.,"[-2.4851124  -0.48293164  1.9348698  ... -2.2043912  -0.31942955
  1.0565017 ]","[-2.0917442  -0.14869149  1.1037031  ... -2.813147   -0.8669305
  2.6590972 ]"
864,The boutique sold 800 scarves., The boutique sold many scarves.,"[-0.9917477  -6.16498     2.0579011  ... -0.2130188  -3.883636
  0.90290624]","[-0.37870646 -0.81564724  2.4740956  ... -1.3597268  -2.4757838
  1.164335  ]"
865,The factory produced around 20000 cars., The factory produced a very large number of cars.,"[-2.6878335  -1.5796841   0.42652777 ... -2.8462408  -2.7276113
  1.5380383 ]","[-2.5710225   1.7158524   0.25632134 ... -2.9552236  -2.5329072
  2.2825282 ]"
866,Approximately 1000 birds were observed migrating., A massive flock of birds was migrating.,"[-1.950827   -2.119206    1.2286035  ... -0.29039147 -0.66553235
  1.0511171 ]","[-2.0625117   0.48416457  1.6938678  ... -0.6003155  -0.47096646
  0.58996826]"
867,I baked more than 110 cookies for the event., I baked a large quantity of cookies for the event.,"[-1.7119745  -2.9797494   0.15696993 ... -3.5297046  -0.6247752
  2.7393503 ]","[-1.6028978  -1.1712168   0.20220657 ... -3.6485696  -1.0356212
  2.9313233 ]"
868,She's read over 130 books this year., She's read an impressive number of books this year.,"[-1.5226167  -3.2119303   0.46088862 ... -1.3742784  -1.2301488
  2.9409132 ]","[-1.6068507  -2.0688925   1.655182   ... -2.1875849  -0.47137433
  3.187976  ]"
869,He wrote close to 500 pages of his thesis., He wrote a very substantial thesis.,"[-2.583183   -1.2885911   0.41384885 ... -1.4318064   2.6663363
  1.4205049 ]","[-0.41907677  1.1986065  -0.21754058 ... -2.0909283   1.0305693
  1.7858509 ]"
870,More than 120 cars were parked in the parking garage., A huge number of cars were parked in the parking garage.,"[-3.7609468  -3.8882668   0.14457193 ...  0.6145225  -2.9305935
  0.61469156]","[-3.4660308  -1.368536   -0.23693295 ...  0.9586335  -2.0264325
  1.2636399 ]"
871,I saw at least 110 squirrels., I saw many squirrels.,"[-2.3413935  -5.534505   -0.18659319 ... -2.400049   -0.42871884
  2.1997435 ]","[-2.3229082  -1.938475    0.40927494 ... -3.471594   -0.2747821
  1.1184435 ]"
872,She collected nearly 260 stamps., She has an enormous stamp collection.,"[-0.4304727  -0.20005128  0.26220524 ...  0.8220911   1.4062519
  1.9130372 ]","[-0.5575694   2.007859    1.5975416  ... -0.36149114 -1.4621346
  1.9031247 ]"
873,He planted approximately 220 trees., He planted a very large number of trees.,"[-2.4629364   0.76635355  0.8072228  ... -0.38801742 -0.06499074
  1.5481491 ]","[ 0.16666852  3.8906453   1.4730412  ... -0.68525285 -0.04383013
  1.1523455 ]"
874,Over 1100 people attended the conference., A huge crowd filled the conference.,"[-3.150238   -4.0911994   0.67195266 ... -0.49265888 -1.4232112
  2.0938947 ]","[-2.4380543  -0.6996035  -0.99043816 ...  2.4255583  -0.6571374
  2.286568  ]"
875,I answered at least 120 questions correctly., I answered the vast majority of questions correctly.,"[-2.4983895  -2.5970206  -0.42015973 ... -2.2186975  -1.4120903
  1.6189622 ]","[-2.4639456   1.977984   -0.3368877  ... -1.8229076   0.15609218
  1.258618  ]"
876,She baked around 200 cupcakes., She baked a very large quantity of cupcakes.,"[-2.337884   -1.900113    0.05654025 ... -1.9659021  -0.960893
  2.4806566 ]","[-1.2724411   1.6619229   0.45118746 ... -3.667268   -1.8621676
  3.2663333 ]"
877,He spent over 100 hours working on the project., He devoted countless hours to the project.,"[-0.6951981  -1.3808999  -0.7075393  ...  0.02755447  1.0317607
  1.4542708 ]","[-0.2228761   2.068257   -0.63926643 ...  1.0517503   0.39750746
  1.4418811 ]"
878,There were nearly 550 stars visible., Countless stars were visible.,"[-4.5321774  -3.1484275   0.8326381  ...  0.08377509 -0.18268666
  1.3595259 ]","[-2.1822684   0.13823871  1.5045086  ...  1.2849766  -1.0286329
 -0.42044964]"
