,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
740,The astronaut floated in outer space, The astronaut floated near the space station.,"[ 1.6261863   2.8933277   1.2131411  ... -0.46128216  0.22049241
  0.62267405]","[ 1.8531976   1.9636908   1.4269063  ...  0.01525791 -0.9381575
  1.5346792 ]"
741,The space station orbited Earth, The space station moved closer to Earth.,[ 1.7986377 -0.5180834  1.9190995 ... -0.1839838 -4.9789367  3.2786047],"[ 1.2583063   1.7523289   1.8954535  ... -0.03036074 -0.14942378
  2.4203117 ]"
742,The rocket blasted off into space, The rocket exploded on the launchpad.,[-1.3078612  6.011851   3.9457767 ...  0.3439037 -3.8603852  1.6720499],"[-4.398992    4.8571186   3.4283075  ... -0.74203527 -5.028563
  2.850343  ]"
743,The spaceship journeyed through space, The spaceship encountered a black hole.,"[ 0.4044653   0.15158238  1.5181712  ...  0.32360327 -2.8836958
  1.0403129 ]","[-3.8764439   2.306113    1.7045984  ...  0.03874198 -4.6971693
  0.29542154]"
744,The shuttle landed smoothly on the runway, The shuttle remained in orbit.,[-1.2861131  3.979129   4.764442  ... -1.4728276 -3.5320866  2.9164615],"[-0.47242376  3.531215    3.6729736  ...  0.8152682  -1.8152572
  1.6008343 ]"
745,The satellite sent a signal to Earth, The satellite received a signal from Earth.,"[-2.424772    7.0941      3.8707047  ... -0.23636664 -3.0009172
  2.1831489 ]",[-2.8686059  6.1624665  4.838053  ... -0.8269886 -3.010537   2.3786142]
746,The telescope focused on a distant star, The telescope focused on a nearby planet.,"[-3.7182956   0.9601576   1.391682   ... -0.73993814 -2.34147
  0.41038576]",[-3.1384256  1.4543176  2.713098  ... -1.087112  -1.7764415  0.5221725]
747,The observatory studied the vast universe, The observatory studied a specific constellation.,"[-2.8234727  -2.0331433   2.3715503  ... -0.7349376  -3.3449302
 -0.20364751]","[-1.1536536  -3.628396    2.2480242  ... -1.7026188  -2.7531953
 -0.29492855]"
748,The astronomer gazed at the cosmos, The astronomer focused on a particular nebula.,"[-1.3518349   1.3952895   2.474079   ...  0.66423464 -2.4822547
  0.76945734]","[-2.6675785  -0.5592589   2.5006099  ... -0.88687027 -3.0350451
  0.39115626]"
749,The child played happily in the playground, The child played near the playground.,"[ 2.425963   -0.22285165 -0.7051209  ... -4.175429    0.4534739
  2.2881067 ]","[ 2.8004475   1.7854223   0.02473969 ... -2.1364791  -0.11330944
  3.161714  ]"
750,The dog chased a ball across the park, The dog chased a ball around the park.,[ 1.139086   1.6269765 -1.3256118 ... -3.4183881 -3.022564   3.362288 ],[ 1.6202093  2.1344016 -1.3595383 ... -3.2162704 -1.7873034  2.5894809]
751,The cat perched atop the fence, The cat perched beside the fence.,"[ 3.3335793   0.46712545  2.4103203  ...  0.17058785 -3.0663111
  4.2521977 ]","[ 4.19655     1.2773423   2.489518   ...  0.97951525 -1.775036
  4.275321  ]"
752,The bird sang sweetly from a tree branch, The bird sang near a tree branch.,"[ 0.35400397  0.85353196 -0.37567294 ... -2.856215   -1.923783
 -1.0072368 ]","[ 0.63720584  2.4668076   0.18420506 ... -1.3428966   0.43824434
  2.4124467 ]"
753,The squirrel scampered along a tree branch, The squirrel scampered near a tree branch.,"[ 0.38391018 -0.5120876   1.761311   ... -1.4901326  -2.208329
  1.0653373 ]","[ 0.45952716  1.1590132   1.4883285  ... -1.0750036   0.57705164
  1.7987826 ]"
754,The rabbit nibbled on clover in the field, The rabbit nibbled on clover near the field.,"[ 1.5689492   1.224763    1.1746784  ... -0.23877788 -0.68841946
  2.1993046 ]","[ 2.6744652   1.707835    1.0379182  ... -0.16076732 -0.50670046
  2.2361016 ]"
755,The car is parked in the driveway, The car is parked near the driveway.,"[-0.7163803   2.0966713   0.02069565 ...  0.7544309  -1.1858851
  2.3224537 ]","[ 1.0687635   2.520291    0.7772851  ... -0.18399733 -0.09979624
  2.5289342 ]"
756,The bicycle is leaning against the wall, The bicycle is lying on the ground.,"[ 2.4895425   1.8088601   0.55029935 ...  1.6875917  -1.3075398
  2.185969  ]","[ 2.8659928   3.2671924   1.2723179  ...  0.42393824 -1.0095736
  4.250211  ]"
757,The boat is floating on the lake, The boat is docked at the pier.,"[-1.5198451   1.914789    0.03659328 ...  0.8015273  -1.8880073
  1.166088  ]","[-0.0472357   0.08493643  3.295589   ... -0.40351474  0.48915863
  1.6202872 ]"
758,The airplane is flying above the clouds, The airplane is flying near the clouds.,"[-0.41862345  4.937694    2.105304   ... -0.5441648  -1.3441925
  1.1042982 ]","[-0.5153105   4.92916     3.072759   ...  0.30583832 -1.3649969
  2.6667209 ]"
759,The train is traveling along the tracks, The train is stopped beside the tracks.,"[-0.73910505  1.2855895   3.5148902  ... -0.085954   -3.5555034
  1.8581852 ]","[ 0.3434855   3.254627    2.9557586  ...  0.62934095 -1.2505403
  1.4954118 ]"
760,The bus is stopped at the bus stop, The bus is stopped near the bus stop.,"[-2.0659122  -0.17613262  2.868242   ...  0.24478975 -4.0862947
  0.27166718]","[-0.6442303   0.13993177  3.007061   ... -0.09461793 -1.464275
  1.1189815 ]"
761,The motorcycle is parked beside the building, The motorcycle is parked in front of the building.,"[ 1.1068808   0.63587654  0.48002848 ... -0.7590727  -0.8175141
  3.0525594 ]","[ 1.0293678  -0.5017294   1.1565478  ... -0.73484576  0.9060629
  4.1196375 ]"
762,The truck is parked behind the house, The truck is parked beside the house.,"[ 0.92088974  0.9797471   1.0930319  ... -0.4115028   0.4072191
  1.9114673 ]","[ 0.43178484  1.3431318   2.1132095  ... -0.29224727  1.0163623
  2.3517852 ]"
763,The van is parked in the parking lot, The van is parked near the parking lot.,"[-0.95486724 -1.3793812   0.6942142  ...  0.35109866 -2.9775078
  1.3749456 ]","[ 0.8035769  -0.4082083   0.7560319  ... -0.49990666 -1.8329977
  1.251878  ]"
764,The scooter is parked near the store, The scooter is parked in front of the store.,"[ 2.0264697   0.33184513  2.1100154  ... -0.23537424 -0.22197549
  2.698721  ]","[ 2.4288993  -0.26817408  3.0110373  ... -0.22891733  0.62193394
  3.9934647 ]"
765,The skateboard is leaning against a tree, The skateboard is on the ground.,"[ 2.106043   -0.0451074   0.8980923  ...  0.0721099  -0.70497805
  2.9794788 ]","[ 1.8851559   1.4451618   1.87018    ... -0.5937186  -0.02356187
  4.9557996 ]"
766,The surfboard is lying on the sand, The surfboard is in the water.,[0.76968855 0.70014924 3.2316337  ... 0.07328458 1.3829746  2.6757646 ],[0.4642141 2.7091393 5.128479  ... 0.7262136 1.7979796 4.1922092]
767,The snowmobile is parked in the snow, The snowmobile is near the snow.,[-0.7796139 -0.1764136 -1.3913357 ... -3.0283318  2.1604798  2.0321465],"[ 0.35664454  2.121955    0.01226258 ... -3.962206    1.919725
  2.6229045 ]"
768,The jet ski is in the water, The jet ski is on the shore.,"[-1.1901752   3.3710563   0.46154603 ... -0.18292041 -0.13898192
  4.1374946 ]","[-1.3041708   2.7583857   1.1554407  ...  0.43868655 -0.337851
  4.6291466 ]"
769,The kayak is floating on the river, The kayak is pulled ashore.,[-1.2188036  1.8650701 -0.5183048 ... -0.3303214 -1.4503133  2.5911   ],"[ 1.1942946   2.1175017   2.249882   ... -1.093941    0.82309276
  3.137036  ]"
770,The canoe is on the riverbank, The canoe is in the river.,"[-1.9892352   1.2064742  -1.0662533  ... -0.5738391  -0.16596638
  2.258449  ]","[ 1.9932475e-03  2.9636712e+00  6.9318241e-01 ... -6.2758642e-01
  4.2970404e-01  2.4014885e+00]"
771,The sailboat is on the lake, The sailboat is near the shore.,"[-1.5758097   1.2322701   2.6535094  ...  0.84064806 -2.3285842
 -0.48924905]",[0.58691263 1.433049   4.471906   ... 1.1879756  0.36427018 0.16759877]
772,The rowboat is on the lake, The rowboat is at the dock.,"[-1.7349747  -0.6595732  -0.15811627 ...  1.4781965  -1.4051542
  3.228389  ]",[-0.9578908 -0.8646166  2.5967913 ... -0.0194169  0.4823048  3.3061428]
773,The raft is floating on the river, The raft is near the riverbank.,"[-1.4382210e+00  1.4330652e+00 -7.3327339e-04 ... -3.8857952e-01
 -1.6312748e+00  6.2876396e-02]","[ 0.420997    2.337068    2.3760586  ... -0.37395573  1.3390019
  1.4520811 ]"
774,The life raft is in the water, The life raft is on the ship.,[-1.9166243  4.1349134  2.6536014 ...  1.6772721  0.1057094 -1.1818521],"[-2.6056461   4.755545    2.2845216  ...  2.3794549   0.05529943
 -1.8893614 ]"
775,The submarine is underwater, The submarine is near the surface.,"[-1.690082    5.203364    3.9539294  ...  0.6975182  -3.3896623
  0.43268624]","[-2.274778    5.8276596   4.480266   ...  1.3348976  -2.2727735
  0.47771284]"
776,The ship is sailing across the ocean, The ship is sailing near the coast.,[-3.0790536  3.6217206  3.0147407 ...  1.9221753 -1.7077303  0.0832869],"[-1.7867373   3.0082624   3.2342696  ...  1.4723196   1.4495616
  0.27995187]"
777,The ferry is approaching the dock, The ferry is moving away from the dock.,"[ 0.2237308   2.1287704   3.701596   ...  0.1842686  -1.2556425
  0.34429756]","[ 0.06589571  2.4486778   4.4697766  ... -0.03906973 -0.26174942
 -0.32728708]"
778,The cruise ship is in the harbor, The cruise ship is in the open sea.,"[-0.780777    0.81509876  1.904608   ... -0.07403146  0.9404072
  1.0091465 ]",[-0.9225751  1.9297633  2.3011289 ... -0.641545   1.2591245  1.477955 ]
779,The tugboat is pulling a barge, The tugboat is pushing a barge.,"[ 0.76956934  3.1773264   2.8556108  ...  0.68790567  1.2372435
 -0.3689394 ]","[ 0.43107834  3.545067    2.9389062  ...  0.6888421   0.71005327
 -0.52402914]"
780,The fishing boat is out at sea, The fishing boat is back at the harbor.,"[-2.3482404  -0.84318477  3.0203936  ...  1.2693923   0.625647
  2.646991  ]","[-0.03098445 -0.2542216   3.4044223  ...  0.89213043  3.0514836
  1.7099471 ]"
781,The speedboat is racing across the lake, The speedboat is near the shore.,"[-2.2861643   2.8803258  -0.59184873 ...  0.40291408 -4.276594
  1.0161229 ]",[-0.5498899  2.8903992  2.1287587 ...  1.3542832 -0.7164433  1.3724741]
782,The yacht is anchored in the bay, The yacht is sailing out to sea.,"[-1.5782188  -0.3979896   2.7916405  ... -0.03514426 -1.6142212
 -1.2609389 ]","[-2.3787813   1.4139698   2.157327   ... -0.17148824 -1.1024647
  0.75263256]"
783,The sailboat is sailing in the bay, The sailboat is anchored in the bay.,"[ 0.35048208  1.1719967   3.0436625  ... -0.10135105 -1.6431377
 -1.1421707 ]","[-0.05604646  0.48345354  5.820936   ...  0.35821098 -1.3238837
 -0.49890906]"
784,The powerboat is speeding across the lake, The powerboat is slowing down near the shore.,"[-2.0508533   4.091222   -0.18832494 ...  0.23196828 -2.3705084
  0.98851746]","[-0.3029458   4.5845747   2.4496362  ...  0.07534436 -0.20510396
 -0.0152302 ]"
785,The jetski is riding on the waves, The jetski is beached on the shore.,"[-0.67568576  2.6506147  -1.9212489  ... -0.35747117 -1.5761354
  2.63205   ]","[-0.30220428  2.0366678   1.958997   ... -0.16144599  0.40406728
  4.5772905 ]"
786,The windsurfer is sailing on the water, The windsurfer is standing on the beach.,"[-0.15131238  1.7893045   0.4110239  ... -0.66697365 -3.1893673
 -0.93855023]","[ 0.23848748  1.928257    2.3332362  ...  0.6447812  -1.7623861
  0.64185077]"
787,The kitesurfer is flying in the air, The kitesurfer is on the water.,[ 2.3797092  1.6860348  1.4011008 ...  0.0138015 -1.4098881  0.8371042],"[ 2.0744681   1.8256727   1.8789604  ...  0.48686042 -1.792964
  1.1090963 ]"
788,The swimmer is in the water, The swimmer is on the beach.,"[-0.19240732  5.0053406  -1.2210395  ...  2.0462928  -2.4434197
  4.850226  ]","[-0.23811273  2.9392018   0.29880738 ...  2.7181654  -1.9277992
  4.5602713 ]"
789,The diver is underwater, The diver is on the surface.,"[ 0.03331327  4.730236    0.8703914  ... -0.45018452 -2.194563
  2.5393705 ]","[-1.230904    4.7711434   1.5531276  ... -0.08513014 -1.588216
  1.2933156 ]"
790,The surfer is riding a wave, The surfer is on the beach.,"[-0.773351    1.823652    1.054269   ... -0.7903671  -0.99924546
  2.3370414 ]","[-0.62816805  1.3665526   2.6087966  ...  1.110035   -0.05118492
  5.0578947 ]"
791,The parasailor is flying in the air, The parasailor is falling into the water.,"[ 3.6113417   3.7455678   2.3058994  ...  1.2861217  -2.7060556
  0.25449908]",[ 2.870788   5.498277   2.678173  ...  1.7461481 -0.8227558  1.0534571]
792,The person is sunbathing on the beach, The person is swimming in the ocean.,[-0.6312259  2.2115457  3.367234  ...  1.5347985 -0.3389083  3.8296711],"[ 0.08984196  4.411386   -0.18680274 ...  0.1468296  -1.9540356
  3.5983596 ]"
793,The person is building a sandcastle on the beach, The person is walking along the beach.,[ 1.8521748  2.162563   2.7277806 ... -1.0466515  1.3074603  1.5107796],[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
794,The person is playing volleyball on the beach, The person is sitting on the beach.,"[ 0.5976134   4.7136025   1.9284974  ...  0.10469022 -1.4948028
  4.248799  ]",[ 1.7825494  1.7759066  3.6226294 ... -1.225671   1.5415893  3.2215948]
795,The person is reading a book on the beach, The person is walking along the beach.,"[-0.04266727  2.9226458   1.6412116  ... -0.948313    0.5731521
  2.5852673 ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
796,The person is eating lunch on the beach, The person is walking along the beach.,"[ 0.32274652  1.1717923   4.1489472  ... -0.36758038  0.2537195
  2.802882  ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
797,The person is drinking a beverage on the beach, The person is walking along the beach.,"[ 0.01019741  2.2894535   3.5723927  ... -2.466139    2.3694353
  3.6523693 ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
798,The person is talking on the phone on the beach, The person is walking along the beach.,"[ 0.8402456   2.1868863   1.3997053  ... -0.19362822  0.18525401
  2.270375  ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
799,The person is taking a picture on the beach, The person is walking along the beach.,"[ 1.050247    1.5579231   2.043965   ... -0.27169603  1.0326195
  1.339096  ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
800,The person is listening to music on the beach, The person is walking along the beach.,"[-0.2801903   5.3887043   2.3944788  ...  0.05255463  1.1659927
 -0.19468333]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
801,The person is sleeping on the beach, The person is swimming in the ocean.,[ 0.7805618  3.67428    2.3688428 ... -0.3933719  1.2697328  2.939528 ],"[ 0.08984196  4.411386   -0.18680274 ...  0.1468296  -1.9540356
  3.5983596 ]"
802,The person is meditating on the beach, The person is walking along the beach.,"[-0.19266912  3.04833     1.6174177  ... -0.11701113 -0.6104758
  3.551965  ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
803,The person is writing in a journal on the beach, The person is walking along the beach.,"[ 0.23885143  1.1677759   1.2533928  ... -1.4521201  -0.30316755
  1.4653536 ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
804,The person is drawing on the beach, The person is walking along the beach.,"[-0.43748024  1.7211207   2.1955776  ...  0.08524971  0.69882405
  0.29109198]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
805,The person is sketching on the beach, The person is walking along the beach.,"[-0.8204843  -0.3551774   1.2771375  ...  0.28064698  0.31120497
  0.59627175]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
806,The person is painting on the beach, The person is walking along the beach.,"[ 0.51106405  0.5771874   3.23084    ... -0.4077905  -0.91858715
  0.27226168]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
807,The person is writing a poem on the beach, The person is walking along the beach.,[ 1.0004789  1.8203242  1.1559855 ... -1.3286787 -0.4814161  1.270606 ],[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
808,The person is daydreaming on the beach, The person is walking along the beach.,"[ 1.705267   -0.32035542  2.1661284  ... -0.6753881   2.1174536
  2.1749425 ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
809,The person is stargazing on the beach, The person is walking along the beach.,[-1.5361724  0.4682063  3.3183985 ... -0.6115016 -0.3693134  1.6121519],[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
810,The person is relaxing on the beach, The person is walking along the beach.,[ 1.9408399  1.972102   2.4296691 ... -0.8556997  2.5223124  3.32824  ],[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
811,The person is enjoying the sunset on the beach, The person is walking along the beach.,[-0.9991789  1.4858472  2.8063562 ...  0.5139583  1.7113     2.3664367],[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
812,The person is collecting seashells on the beach, The person is walking along the beach.,"[ 1.7031052   1.760161    3.3902469  ... -0.06184574  1.3723013
  0.8003729 ]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
813,The person is looking for sand dollars on the beach, The person is walking along the beach.,"[-0.8631862   2.3489945   2.8162994  ... -0.9171648   0.75564975
  0.49211234]",[1.8256937  0.824722   3.980277   ... 1.1867378  0.04734692 1.7447855 ]
814,The bird is on the branch, The bird is near the branch.,"[-0.16367708  3.6955507   2.070296   ... -1.4496393  -0.7917916
  2.3478458 ]",[ 1.0647228  5.042331   3.0538757 ... -0.2057573  0.466794   3.572228 ]
815,The cat is under the table, The cat is beside the table.,"[ 5.840786    4.5314713   2.307417   ... -0.83426714 -2.377412
  3.50682   ]","[ 6.262835    3.1977975   3.7030232  ...  0.35149103 -1.1743118
  4.911941  ]"
816,The dog is in the house, The dog is near the house.,[3.7393005  4.200525   0.6949127  ... 0.65597945 0.01468768 3.0039566 ],"[ 2.8700569   4.636636    1.8461095  ... -0.30777052 -0.30960742
  2.3235533 ]"
817,The mouse is behind the wall, The mouse is in front of the wall.,"[ 4.355912    5.450804    1.3786588  ... -1.2683104  -0.12783684
  1.0790477 ]",[ 3.3990715  3.3276155  2.5942936 ... -1.8815929  2.630006   2.3736937]
818,The rabbit is in its burrow, The rabbit is near its burrow.,[ 3.9166338  1.9868182  2.6358848 ... -1.3912022 -1.7941886  1.9989561],[ 3.3761287  3.6131153  2.2147715 ... -1.6457813 -0.4383391  2.7575989]
819,The squirrel is up the tree, The squirrel is down the tree.,"[ 0.95088357  1.4495243   3.431244   ... -3.0434682  -2.151989
  0.822712  ]","[ 2.5811653   2.016912    4.0783486  ... -2.2304735  -0.56874704
  0.7607109 ]"
820,The deer is in the forest, The deer is at the edge of the forest.,[ 1.73478    1.0328001 -1.1278268 ... -1.390635   1.048364   1.3007005],"[ 1.3981335  -0.21123049 -0.39416057 ... -0.964417    2.0208058
  1.4733537 ]"
821,The lion is near the watering hole, The lion is far from the watering hole.,"[ 0.72234625  4.935163   -0.45646277 ...  0.28361306 -0.3746387
  4.0880013 ]","[ 1.8195413   3.9073567   0.02376164 ... -0.15911412  0.3031704
  3.9915378 ]"
822,The elephant is in the savannah, The elephant is at the edge of the savannah.,"[ 0.4356823   1.9366884   2.454013   ... -0.47682604 -0.1985753
  3.8611717 ]",[-0.5533251  1.5180352  2.1912718 ... -0.3290126  1.4203782  3.9980423]
823,The monkey is in the jungle, The monkey is at the edge of the jungle.,"[ 1.5851432   4.6325817   2.4547539  ... -0.22796337  0.8027415
  2.961851  ]",[0.6552996  3.089845   2.1510167  ... 0.08438361 2.2034101  2.766256  ]
824,The zebra is in the herd, The zebra is near the herd.,"[-1.6371776   2.156054    1.7471396  ...  0.68149006 -0.5023549
  4.654369  ]",[-1.1697042  1.8898152  1.8906438 ...  0.9320869 -0.9371554  4.69042  ]
825,The giraffe is near the acacia tree, The giraffe is far from the acacia tree.,"[-0.34403944  2.060575    3.5156453  ... -1.2444096  -2.1517653
  0.77791774]","[-0.27096662  1.116417    3.1673234  ... -1.434413   -1.6619302
  1.133988  ]"
826,The hippopotamus is in the river, The hippopotamus is near the riverbank.,"[-2.4355822   1.6426129   2.4256082  ...  0.06923074  0.6325284
  3.2941139 ]",[-2.5566995  3.0452237  1.4090232 ...  1.0224998  1.1795661  3.892651 ]
827,The rhinoceros is in the mud, The rhinoceros is near the mud.,"[-1.824864    1.9814105   0.89933777 ... -0.80161875  0.18018895
  2.4801848 ]","[-2.1448572   2.8562684   0.4519027  ...  0.17146511  0.28005892
  2.925652  ]"
828,The tiger is in the tall grass, The tiger is near the tall grass.,"[ 2.1868062   3.9288237   0.16711767 ... -0.14304236 -0.7925361
  4.855579  ]","[ 2.4527764   4.7336435   0.78408265 ... -0.3664014  -1.1537398
  4.9628596 ]"
829,The bear is in its cave, The bear is near its cave.,"[ 1.5276662   2.9031289   0.41037408 ... -0.73764133  3.9368308
  2.428923  ]","[ 1.1694711   3.7385788   1.4320352  ... -0.80433005  4.4076056
  3.71901   ]"
830,The wolf is with its pack, The wolf is near its pack.,"[-0.130264    3.1997535  -1.0007368  ... -0.43942198  0.45955613
  0.5585322 ]","[ 0.6266592   4.028033    0.58387464 ... -0.4023235   1.9984246
  3.127958  ]"
831,The fox is in its den, The fox is near its den.,"[ 1.5412732   2.6818016   0.6657087  ... -0.20822746 -0.33117557
  2.495066  ]","[ 1.9006022   3.4968698   0.87826115 ... -0.48951143  0.7345066
  3.2906969 ]"
832,The owl is on the branch, The owl is under the branch.,"[-0.39867982  2.4529781   1.9909496  ... -1.7685121   0.6313822
  2.329369  ]",[ 1.1278425  4.605614   2.4360938 ... -2.2910597  2.1639733  2.3344574]
833,The eagle is above the mountains, The eagle is near the mountains.,"[-0.10954458  4.968773    2.352008   ... -1.9407195  -1.0046233
  3.2219899 ]","[ 0.71406657  5.240931    2.5324886  ... -0.7196785   0.4079032
  4.222755  ]"
834,The hawk is over the field, The hawk is near the field.,[ 1.0092908  3.7034502  3.4312255 ... -2.112175  -1.0846529  5.236175 ],[ 1.1296247  4.176641   2.8925636 ... -1.3090897  0.6498008  5.105161 ]
835,The kite is in the sky, The kite is near the clouds.,"[ 1.5183495   4.8535895   4.646346   ...  1.3505608  -2.3018525
  0.39415002]","[ 3.685484    4.6282206   4.640891   ...  0.91166866 -2.5050695
  1.1746343 ]"
836,The balloon is above the houses, The balloon is near the houses.,"[-0.8388118   3.170707    2.6228397  ... -0.08576366 -3.9614155
  2.1341274 ]","[-0.60173416  2.979098    3.5566754  ...  0.9294003  -3.2688038
  2.4845407 ]"
837,The cloud is over the mountain, The cloud is near the mountain.,"[ 0.58844644  2.7014883   3.0063038  ...  0.6905131  -2.0884495
  1.1123489 ]","[ 0.7578527   3.381765    4.196585   ...  0.84453964 -0.8699787
  1.203861  ]"
838,The rain is over the city, The rain is around the city.,"[ 0.46583733  1.3271706   2.1307535  ...  0.2812465  -3.5439951
  1.653727  ]","[-0.46962002  1.2773142   2.1512349  ...  0.40106508 -3.2266273
  0.8132772 ]"
839,The snow is on the ground, The snow is in the air.,"[-0.80642897 -1.4598026  -1.5329256  ... -3.0757837  -1.3742296
  0.65743613]","[ 0.23736896  1.0093464  -0.6592436  ... -1.8921773   0.48072916
  0.54777586]"
840,The ice is on the lake, The ice is near the lake.,"[-0.57932806  0.20774674  1.191902   ... -1.5558954  -0.74310327
  1.6109518 ]",[-0.1591305  3.4246652  2.7361522 ... -1.5053369  0.5286785  1.8431187]
841,The car is in the garage, The car is outside the garage.,[-1.1316067  3.961714   1.1686662 ...  1.244969  -1.0914637  2.6438847],[ 1.4259268  2.1599438  2.2336655 ...  1.0524262 -2.1550555  2.4881706]
842,The bus is at the stop, The bus is near the stop.,"[-1.6881946  -1.2742121   2.6165369  ... -0.11452287 -3.7772648
  0.32922474]","[-0.11119431  0.7030216   3.3235686  ...  0.6651332  -2.3241882
  0.8346814 ]"
843,The train is on the tracks, The train is near the tracks.,[-1.5104084  0.7936732  2.7550545 ...  0.594684  -4.1233473  1.0107678],"[ 0.8245257   2.4677484   3.186959   ...  0.35639486 -2.3089123
  2.2350316 ]"
844,The boat is on the water, The boat is near the shore.,[-3.2304478  1.7853583  0.9957433 ...  0.9655792 -1.63209    1.3871669],[0.21919954 2.467075   3.222921   ... 1.7945136  1.8154482  2.118878  ]
845,The submarine is under the sea, The submarine is near the surface.,[-2.8027372  6.702683   3.5261898 ...  1.0310254 -2.5685718  0.3146541],"[-2.274778    5.8276596   4.480266   ...  1.3348976  -2.2727735
  0.47771284]"
846,The airplane is above the airport, The airplane is near the airport.,"[-0.1706842   3.1960146   3.3034658  ... -0.4337544  -2.433837
  0.95484596]","[ 1.0867182e+00  3.8405368e+00  4.4561801e+00 ...  3.3003517e-04
 -1.3019086e+00  2.0337293e+00]"
847,The helicopter is over the city, The helicopter is near the city.,"[-0.33091244  2.7816947   1.6206304  ...  0.27132407 -3.9444878
  1.8878183 ]","[ 0.3331488   4.0547028   2.6574435  ...  0.39780304 -2.2521653
  1.1851847 ]"
848,The rocket is in space, The rocket is near the Earth.,"[-1.3671507   5.999865    3.5774822  ...  0.12954888 -3.260491
  2.4806247 ]","[-2.4837937   5.62524     4.6931167  ...  0.02482432 -2.996994
  3.7424355 ]"
849,The satellite is orbiting Earth, The satellite is above Earth.,"[-0.6309668   2.4341896   3.161136   ...  0.17406434 -7.2098613
  2.860736  ]","[-2.4152458   3.261562    4.5598764  ... -0.45065355 -4.5337105
  2.7161782 ]"
850,The comet is near the sun, The comet is far from the sun.,"[-3.262868    3.5555458   0.56590134 ...  0.30509427 -3.1521282
  3.0822146 ]","[-1.3035572   3.0125983   0.1108368  ...  0.19760674 -2.2588902
  2.1242383 ]"
851,The asteroid is in space, The asteroid is near Earth.,"[-3.891067    2.8425734  -1.1428319  ... -0.14045915 -0.9379145
  1.3019359 ]","[-4.7468104   3.4901516  -0.31155524 ... -0.24691461 -1.141282
  3.0490482 ]"
852,The planet is in the solar system, The planet is far from the sun.,"[-3.9824193   1.1596202   1.205658   ...  0.9605428  -0.58953637
  2.847786  ]","[-2.590722    2.7001057   0.77642155 ...  0.23093799 -1.3766134
  2.0406291 ]"
853,The galaxy is in space, The galaxy is near another galaxy.,[-2.748319   1.3779237  2.106799  ... -0.9790222 -1.5802249  1.836127 ],"[-2.7563345   0.47195387  1.8411721  ...  0.09657336 -1.6633365
  2.6307557 ]"
854,The sun is in the sky, The sun is behind a cloud.,[-2.0088596  3.912381   3.3917809 ...  1.1552675 -3.6803892  2.7814271],"[-0.48510584  2.7987983   3.5580077  ...  1.9396284  -4.594205
  1.9191933 ]"
855,The moon is in the night sky, The moon is behind clouds.,"[-2.0257306  -0.04632892  2.5792015  ... -1.962968   -3.5907571
  1.6479353 ]","[-0.04038835  3.0269263   2.2461364  ... -0.44256714 -3.6904514
  1.375421  ]"
856,The stars are in the night sky, The stars are behind clouds.,"[-2.0341556  -0.4007988   2.3023355  ...  0.18245755 -2.8144593
  1.1104106 ]","[-0.92680675  0.83629006  1.1004797  ...  0.6900897  -3.960678
  1.2182381 ]"
857,The planets are in the solar system, The planets are scattered throughout the solar system.,[-2.1234517 -1.716056   0.7296845 ...  0.7504331 -1.4575893  1.6725091],"[-1.8349414  -2.1168294  -0.44885615 ...  0.5962991  -1.8335397
  2.4681003 ]"
858,The comets are in the solar system, The comets are outside our solar system.,"[-0.8728981  -0.72344375  0.59698755 ...  1.0911142  -0.6139189
  1.3159226 ]","[ 0.08037386  0.21503168  0.3142096  ...  1.0594692  -2.25306
  1.2800698 ]"
859,The meteor is in space, The meteor is entering the atmosphere.,[-1.1669865  4.3133636  1.9062485 ... -0.2972892 -2.2380676  2.6258194],[-1.8662368  5.8779807  1.3041048 ... -0.4708557 -4.158778   2.3605573]
