,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
749,They may request additional resources for the project., Additional resources might be needed for the project.,[-0.9582757  3.6835644  0.6575167 ... -0.7020944 -2.637043   1.1387453],"[-0.8838607   2.48951     0.61773944 ... -0.8064362   0.05427768
  1.2018619 ]"
750,We may not be able to meet the deadline., Meeting the deadline might not be possible.,[-1.8416386  3.7376366 -1.3324251 ... -0.6547286 -2.7970786  2.9135745],"[-1.0444603   3.0441127   0.23647293 ...  0.19763726  1.4649289
  3.1300159 ]"
751,The meeting may be unproductive., The meeting could be unproductive.,"[ 0.71315753 -1.6143507  -0.90640396 ...  0.34733215 -0.62212783
  2.4323547 ]","[ 1.1791964  -0.9775729  -0.8006013  ...  0.14521818  1.140894
  2.8026578 ]"
752,It may be a waste of time., It might be a waste of time.,"[-2.9048052   1.9346217   0.6450655  ...  0.06838621 -0.79548687
  0.21197248]","[-1.9210383   3.0251231   1.3501813  ...  0.26331002  0.3940117
 -0.0488521 ]"
753,He can lift heavy weights., He is strong enough to lift heavy weights.,"[-0.45976627  8.283637    2.8166542  ...  0.50459623  3.02588
  4.642039  ]",[0.92159545 9.672589   2.479966   ... 0.324568   3.1124334  3.4877176 ]
754,She may be promoted soon., She is in line for a promotion.,"[ 1.4843506   5.3031974   3.7678757  ...  0.25501204 -2.9264553
  2.8387964 ]","[ 0.59672433  3.1341665   3.9011998  ...  1.1607109  -1.0243702
  3.2806745 ]"
755,They may have already left., They could already have left.,"[-1.327629    3.9924247   0.64132893 ...  0.5474271  -1.9162899
  1.6741053 ]",[0.06411445 5.3703556  0.41086364 ... 0.59428245 1.126895   2.140411  ]
756,We may need to hire an extra staff member., Hiring extra staff might be necessary.,"[ 0.49850455  2.2896852   0.48045936 ... -1.2573199  -2.4549258
  2.2422473 ]","[ 0.33936667  3.5144641   1.2932243  ... -0.2373356  -0.53804463
  1.5324465 ]"
757,The pizza may be cold., The pizza should be hot.,"[-0.7801905  -0.46730614  1.6258578  ...  0.22398414 -1.4236456
  3.1575458 ]","[-0.8326475   1.3035442   2.2999666  ... -0.559352    0.10115425
  3.6297514 ]"
758,He can run a marathon., He should train more to run a marathon.,[ 2.4734538  6.345161   0.6796146 ... -1.0616969 -2.2389896  4.5604753],"[-0.63358444  6.928037   -0.38490185 ... -1.0228467  -0.22094734
  4.0855966 ]"
759,She may go to the beach., She plans to go to the beach.,"[ 1.9012005   3.443144    5.196961   ... -0.09323174 -1.9494978
  3.8774726 ]","[ 2.068       3.0096824   3.6136339  ... -0.11172926 -0.0561111
  3.6971667 ]"
760,They may win the game., They are likely to win the game.,"[ 1.252966    5.5620875  -0.95175785 ...  0.31967512 -2.8840683
  5.039263  ]","[ 0.89980966  4.5753684  -0.9376945  ...  1.0305504   0.79740274
  3.7529044 ]"
761,We may have dinner early., We intend to have dinner early.,[-2.639243   0.6494765  0.8078408 ... -0.1713986 -4.8201833  2.3715956],"[-1.884267    3.2180464  -0.22420195 ... -0.4101925  -2.039557
  2.5782056 ]"
762,The car may need a new tire., The car should have a new tire.,"[ 0.64495784  3.8964121   1.857162   ...  0.5997947  -3.6298661
  3.6205165 ]","[-0.10978493  3.5140302   0.10978433 ...  0.5011685  -0.79774505
  3.2050571 ]"
763,It may rain later today., Rain is possible later today.,"[ 0.06075458  2.2145417   2.434619   ... -0.13343906 -4.789702
  1.967669  ]","[ 1.801809   -0.85858434  2.4193256  ... -0.85482377 -3.0605392
  1.4636911 ]"
764,He can speak fluent Italian., He is fluent in Italian.,"[-0.02224866  7.3670554   1.2727464  ... -0.83106375 -0.226135
  4.861037  ]","[ 0.4277157   5.6798053   2.0868757  ...  0.02300858 -0.21183641
  5.3872437 ]"
765,She may be tired., She is probably tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[-0.4212215   3.6753192   3.8916397  ... -0.22814135  0.09400125
  4.1237197 ]"
766,They may need a break., They could use a break.,"[-0.24900012  3.8155346   1.2930984  ... -0.66967964 -1.2364815
  2.1673872 ]","[ 0.54036874  2.340517    1.0493814  ... -0.5988398   0.85914785
  1.80747   ]"
767,We may go to the park., We are considering going to the park.,[ 1.7586702  1.1428455  2.5728657 ... -1.0851449 -2.584683   4.0256853],[ 1.0447699  0.6402055  1.3948479 ... -1.4087386 -2.188103   3.0536103]
768,The flowers may wilt., The flowers are likely to wilt.,"[ 2.6244948   3.315509   -0.72895557 ...  0.5408468  -3.886455
  1.027148  ]",[ 1.9136817  3.821977  -1.0270302 ...  1.3485504 -2.1974492  1.182967 ]
769,It may snow this weekend., Snow is possible this weekend.,"[ 0.45970795 -1.8413401   0.59872997 ... -1.9625427  -2.820996
  3.7312672 ]","[-0.28509983 -1.8218192   0.8979478  ... -2.2506783   0.08034413
  2.6088502 ]"
770,He can fix the computer., He is able to fix the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]","[ 2.2136600e+00  8.1767073e+00  8.7187171e-01 ...  9.1527027e-01
 -4.7532767e-03  2.2134600e+00]"
771,She may call later., She intends to call later.,"[-1.170861    4.2479124   1.0089781  ...  0.34008774 -3.4304862
  2.4836488 ]","[-1.2095207   5.736042    0.06319157 ...  0.09875395 -0.8110493
  2.306344  ]"
772,They may be late., They might be late.,"[-1.5571401   1.3996261   0.6734836  ... -0.44652852 -3.156797
  2.3579519 ]","[-1.5524493   2.8441622   0.91720784 ... -0.24184367 -2.0089912
  1.7759769 ]"
773,We may need more time., More time is required.,[-2.130841   4.6713333  1.4537536 ... -0.7476525 -2.218153   0.9180028],"[-1.4744928   3.2975388   3.693447   ... -0.5264737   1.3863442
 -0.04979851]"
774,The store may be closed., The store might be closed.,"[-0.29407167 -2.3805492   4.408918   ...  0.4459062  -3.0137758
  0.10431784]","[-0.37454018 -2.1858346   4.0786366  ...  0.12179089 -2.277171
  0.9012482 ]"
775,It may be cold tonight., Cold weather is expected tonight.,[-1.7118322 -0.8688734 -0.6894366 ... -1.2389196 -3.2720718  2.3672063],"[ 0.854105    0.86334974 -0.58168393 ... -2.3391588  -0.355484
  2.1883097 ]"
776,He can solve the puzzle., He is able to solve the puzzle.,[2.611625   6.725033   0.9819634  ... 0.36225548 0.22625382 2.657778  ],[1.9604871  6.518538   0.83134687 ... 0.83391315 0.6129698  2.0512962 ]
777,She may accept the job., She is considering accepting the job.,"[ 2.481732    7.5121093   1.413187   ...  0.87448317 -2.1099248
  2.3421223 ]",[ 2.697921   6.2491193  1.4164933 ...  0.0188684 -1.668958   2.955045 ]
778,They may travel to Europe., They plan to travel to Europe.,"[-0.35388455  3.1601017   1.7460846  ... -1.1488153  -0.39529005
  3.9465742 ]","[ 0.47163874  3.3321211   1.325238   ... -2.0471845   0.43644792
  3.8067994 ]"
779,We may eat out tonight., We are thinking of eating out tonight.,"[-2.0161073   0.9459947   1.1699535  ... -0.60349935 -3.8755753
  3.2669113 ]","[-1.8861759   0.7533982   0.01324135 ... -1.8683966  -3.9367568
  2.7435632 ]"
780,The movie may be good., The movie is expected to be good.,[-1.5259224  1.1531051  1.9314963 ... -1.0490938 -1.1465338  3.2353985],"[-3.0137048   1.6633127   0.30103698 ... -0.8782676   1.042546
  3.0241804 ]"
781,It may be a long trip., A long trip is anticipated.,"[-2.3717587  -1.5551212  -0.96698886 ... -1.1806372  -0.32315177
  1.4575485 ]","[-0.10039834 -0.6797382   2.112009   ... -1.4515047   1.4289738
  1.0622991 ]"
782,He can speak Spanish., He is fluent in Spanish.,[-1.3196695  7.949529   2.2365158 ...  1.6084287 -1.2512653  4.057959 ],"[-0.6837259   5.4458065   2.6165497  ...  1.2303759   0.13143483
  5.0595055 ]"
783,She may feel better tomorrow., She hopes to feel better tomorrow.,[ 1.0561428  5.8962097  3.082195  ... -0.7607584 -1.2840794  2.4981983],"[ 0.89409035  7.97915     2.1333067  ... -0.14357054  0.6983655
  2.6697164 ]"
784,They may need more help., More help is needed.,"[-0.37807846  5.129872    1.2014385  ...  0.39540413 -1.8366662
  2.1745594 ]","[-1.1329256   5.987233    0.9662793  ... -0.3579609   0.20959821
  1.2379736 ]"
785,We may be tired., We are likely to be tired.,[-2.0930595  0.9056374  2.1439195 ... -1.0800151 -3.5368888  2.446943 ],"[-1.8511025   3.2579734   1.9661338  ... -0.74616635  0.34915656
  2.582697  ]"
786,The project may be finished on time., The project is expected to be completed on time.,"[-0.6504073  -0.50213647  1.8311578  ... -0.36435243 -3.4418092
  2.223156  ]","[ 1.1296987e-03  6.2345892e-01  1.3244455e+00 ... -1.0300294e+00
 -7.9690230e-01  1.5925736e+00]"
787,It may be a hot day., A hot day is anticipated.,"[-2.3324814  -2.130062    1.0009819  ... -0.17524473 -1.8823341
  2.8504844 ]","[-0.43905008 -0.32154128  3.1937172  ... -0.6573915  -0.5183235
  4.171742  ]"
788,He can run a marathon., He is capable of running a marathon.,[ 2.4734538  6.345161   0.6796146 ... -1.0616969 -2.2389896  4.5604753],"[ 1.7165602   7.480977    1.3501737  ... -0.92331904 -0.07737703
  3.5506096 ]"
789,She may win the race., She has a good chance of winning the race.,[ 2.9953358  5.502006   0.7692261 ...  1.3450116 -2.2554839  4.49978  ],"[ 4.058486    5.082095    0.41550064 ...  0.11468631 -0.9396823
  3.5251231 ]"
790,They may not come., Their attendance is uncertain.,"[-0.15399055  2.9356759   0.0432423  ... -0.08465199 -1.650737
  3.8436832 ]","[-0.78295624 -0.9656789   0.7809653  ... -1.5186749  -2.3583992
  2.9529662 ]"
791,We may postpone the meeting., Postponing the meeting is a possibility.,"[-2.6996586  -0.8262432  -1.2993606  ...  0.57714015 -2.6600876
  2.8279305 ]","[-1.341409    0.6634098   0.728782   ... -0.21292385  2.1098623
  1.2144461 ]"
792,The concert may be cancelled., The concert might be cancelled.,"[ 0.41270676 -1.9440756  -1.4839706  ...  1.2799908  -5.057943
  2.4200063 ]","[ 0.3566449  -1.1652125  -0.98512214 ...  0.53203356 -2.8614092
  1.98131   ]"
793,It may be sunny tomorrow., Sunny weather is forecast for tomorrow.,"[-1.2216364   1.0094562   2.1970394  ... -0.04815322 -2.7019434
  3.1201036 ]","[ 2.0851903   0.5003317   3.0520968  ... -1.0438335  -0.25075138
  2.0592387 ]"
794,He can fix the computer., He is able to fix the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]","[ 2.2136600e+00  8.1767073e+00  8.7187171e-01 ...  9.1527027e-01
 -4.7532767e-03  2.2134600e+00]"
795,She may go to the party., She intends to go to the party.,"[ 2.5707133   3.0171463   4.0819783  ... -0.21300507 -3.018446
  3.2931569 ]","[ 2.060001    4.377148    2.2150862  ... -0.36685807 -1.1775151
  3.1489756 ]"
796,They may need assistance., Assistance might be needed.,"[-0.64886975  4.6175175   0.80718267 ...  0.53374314 -1.8327029
  2.221561  ]",[0.3417655  4.754367   1.1763303  ... 0.31366894 0.47208112 1.1120777 ]
797,We may be home late., We expect to be home late.,"[-3.1663792  -1.6071624   2.0814507  ...  0.27565488 -2.8580332
  1.9322962 ]","[-1.4154142   2.481743    0.3227901  ... -0.8332613  -0.33738723
  2.6646683 ]"
798,The project may be delayed., Delays to the project are possible.,"[ 0.24265806 -0.5073741   1.0426289  ... -0.05194237 -2.4896896
  2.856857  ]",[-1.8963711 -0.464532   0.9987388 ... -0.8911736  0.2698526  1.4841325]
799,It may be windy., Windy weather is expected.,"[-1.6950325   0.48327455  0.48410958 ... -0.8717211  -2.6298456
  1.7101053 ]","[ 1.885161   -1.0168623   1.791647   ... -1.729888   -0.01184845
 -0.35618767]"
800,He can speak several languages., He is multilingual.,"[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]","[ 0.27205503  6.3924494   2.0611577  ...  0.08034891 -0.843787
  5.522855  ]"
801,She may not be happy., She is likely to be unhappy.,"[ 0.21607025  3.8284647   0.90126365 ...  0.08643027 -3.4274914
  4.4082446 ]",[0.09065868 5.325237   2.5720422  ... 0.02927197 0.08528286 3.7452502 ]
802,They may refuse the offer., They might refuse the offer.,"[-0.01733784  8.350824   -0.25024855 ... -0.76914245 -2.4874437
  2.8567553 ]",[ 0.330009   8.375628  -0.518211  ... -0.8850406 -1.150823   2.3072162]
803,We may change our plans., We might change our plans.,"[ 1.0023719   0.56611246  0.70974237 ...  0.21731412 -5.719567
  1.3556472 ]",[ 0.6177058  1.4300705 -0.068696  ...  0.8794601 -4.63531    1.1016995]
804,The weather may be unpredictable., Unpredictable weather is expected.,"[-0.83000183 -0.5024725   0.02612551 ... -2.2384765  -4.3591275
  2.6097708 ]","[-0.9709664   0.52661693  0.03073822 ... -1.6491402  -0.9672915
  0.8912231 ]"
805,It may be a difficult challenge., The challenge is expected to be difficult.,"[-3.4726803  -0.10819156 -0.28114954 ...  0.05532789 -1.9128431
  2.0448978 ]","[-0.7812384   1.0881853  -0.0537056  ...  0.09003267 -0.6884713
  3.0533237 ]"
806,He can drive a truck., He is qualified to drive a truck.,[ 1.8760309  8.62748   -1.1862013 ... -1.1753348  1.2219871  4.213203 ],"[ 2.481763    8.785192   -0.22235903 ... -0.56988347  2.2460504
  4.586403  ]"
807,She may need surgery., Surgery might be necessary.,[-0.6694735  6.0051217  2.7815664 ... -1.043416  -2.3321033  1.4355276],"[ 0.15864162  5.527639    2.324489   ... -0.0520659   1.2415469
  0.7212399 ]"
808,They may not agree., Disagreement is possible.,"[-1.8748786   3.6126037  -0.5912165  ... -0.10099454 -4.672036
  3.828788  ]","[-1.8912922   1.355442    0.88056993 ... -2.5946698   0.47439495
  3.6611547 ]"
809,We may lose the game., Losing the game is a possibility.,"[-0.77190524  5.398372    0.0717177  ... -0.8441415  -3.7035007
  2.8619301 ]","[-1.2710466   3.5436575   1.8784016  ... -0.7620794   0.95311356
  2.4256663 ]"
810,The bus may be on time., The bus should be on time.,"[-1.4236349  -0.297049    2.8366902  ...  0.8118542  -4.608055
 -0.04247108]","[-0.5531316   1.0829308   1.8091488  ...  0.33362347 -1.1914222
  0.8640898 ]"
811,He can fix the computer., He is able to fix the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]","[ 2.2136600e+00  8.1767073e+00  8.7187171e-01 ...  9.1527027e-01
 -4.7532767e-03  2.2134600e+00]"
812,She may go to the store., She plans to go to the store.,"[ 1.7110907   3.5574183   4.793554   ...  0.13865481 -1.569728
  2.9632628 ]",[1.7228339  2.9295437  2.8518744  ... 0.06595692 0.11937085 2.7768283 ]
813,They may win the lottery., They have a chance of winning the lottery.,[-0.5946407  5.984381  -0.7015896 ...  0.8793027 -2.1428514  4.2740655],"[ 0.79579324  4.842902   -0.17610534 ...  0.59015054  0.20066449
  3.3421881 ]"
814,We may eat dinner early., We intend to eat dinner early.,[-2.4757802  1.035578   1.029048  ... -0.5009747 -3.6811454  2.5246775],"[-1.6719129   2.8010223   0.02542545 ... -0.40900746 -2.015734
  2.8246427 ]"
815,The dog may bark at night., The dog tends to bark at night.,"[-0.71162236  5.257564    1.0358088  ... -0.43871826 -0.73603123
  1.5562456 ]",[0.06097352 2.7437356  0.89043057 ... 0.43789172 0.58631206 0.8403158 ]
816,It may rain tomorrow., Rain is possible tomorrow.,"[ 0.44444036  3.6320057   4.1046515  ...  0.43432465 -4.666068
  2.7971842 ]","[ 1.5427442   1.0462043   3.6569316  ... -0.25088114 -2.7529767
  1.7099726 ]"
817,He can speak fluent French., He is fluent in French.,"[-0.17702973  7.42917     0.8484816  ...  0.15265237 -0.01362625
  3.8753479 ]",[0.07238252 5.8647227  1.6317247  ... 0.9149489  0.07249984 4.494058  ]
818,She may be tired., She is probably tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[-0.4212215   3.6753192   3.8916397  ... -0.22814135  0.09400125
  4.1237197 ]"
819,They may need help., They could use some help.,"[-0.82839966  5.3893175   1.2175288  ...  0.4414339  -2.293596
  1.991795  ]",[0.94659966 3.6713123  1.3130242  ... 0.7510657  0.04366362 0.95288736]
820,We may go to the park., We are considering going to the park.,[ 1.7586702  1.1428455  2.5728657 ... -1.0851449 -2.584683   4.0256853],[ 1.0447699  0.6402055  1.3948479 ... -1.4087386 -2.188103   3.0536103]
821,The flowers may wilt., The flowers are likely to wilt.,"[ 2.6244948   3.315509   -0.72895557 ...  0.5408468  -3.886455
  1.027148  ]",[ 1.9136817  3.821977  -1.0270302 ...  1.3485504 -2.1974492  1.182967 ]
822,It may snow this weekend., Snow is a possibility this weekend.,"[ 0.45970795 -1.8413401   0.59872997 ... -1.9625427  -2.820996
  3.7312672 ]","[ 0.39018273 -1.734836   -0.19375865 ... -2.5746667  -1.2863885
  2.540807  ]"
823,He can play the piano well., He is a skilled pianist.,"[ 2.7661061   9.756129   -0.35601088 ... -1.4634956   0.01786928
  2.851044  ]",[ 2.2322052  7.401399   0.6587626 ... -1.1046971  0.799652   3.8236213]
824,She may feel better soon., She hopes to feel better soon.,[ 1.1175188  5.74038    2.3584821 ... -1.0689442 -1.0605069  2.3002229],[ 0.9910758  8.060732   1.588233  ... -0.5756659  0.7293407  2.3916454]
825,They may win the game., They have a good chance of winning the game.,"[ 1.252966    5.5620875  -0.95175785 ...  0.31967512 -2.8840683
  5.039263  ]",[ 1.5819485  3.8093457 -0.6539783 ...  0.2048055 -0.3982996  3.6669598]
826,We may be late., There's a risk of being late.,[-3.0747561  0.7404336  1.0887568 ... -0.6812476 -3.3692448  2.3021376],"[-2.3380818   2.7463262   1.6507244  ... -0.89772075 -0.59748465
  1.3903879 ]"
827,The store may be closed., The store might be closed.,"[-0.29407167 -2.3805492   4.408918   ...  0.4459062  -3.0137758
  0.10431784]","[-0.37454018 -2.1858346   4.0786366  ...  0.12179089 -2.277171
  0.9012482 ]"
828,It may be cold tonight., Cold weather is expected tonight.,[-1.7118322 -0.8688734 -0.6894366 ... -1.2389196 -3.2720718  2.3672063],"[ 0.854105    0.86334974 -0.58168393 ... -2.3391588  -0.355484
  2.1883097 ]"
829,He can solve the puzzle., He is able to solve the puzzle.,[2.611625   6.725033   0.9819634  ... 0.36225548 0.22625382 2.657778  ],[1.9604871  6.518538   0.83134687 ... 0.83391315 0.6129698  2.0512962 ]
830,She may accept the job offer., She is considering the job offer.,[ 2.2347836  7.512565   1.5030257 ...  0.5591877 -2.5957248  2.0332515],"[ 0.8109278   4.1060576   2.425734   ... -0.45837265 -3.1990585
  2.1474574 ]"
831,They may travel to Europe next year., They are planning a trip to Europe next year.,"[-0.30482388  2.7099986   2.0500655  ... -2.3287382  -0.56566614
  3.5849545 ]","[-0.16824117  1.835556    1.8780642  ... -3.217704   -0.25276566
  2.8938708 ]"
832,We may have dinner at a new restaurant., We are thinking of trying a new restaurant.,"[-2.0577495  -1.7953788   1.7656953  ...  0.08103009 -5.099335
  2.6154242 ]","[-1.6104927  -0.9687252  -0.46216446 ... -1.4189893  -4.706831
  1.1122068 ]"
833,The movie may be interesting., The movie is expected to be interesting.,"[-1.7197965   0.90447456  2.026837   ... -0.6056932  -1.6044611
  3.0863981 ]","[-3.1429121   1.8288419   0.24880843 ... -0.81174874  0.88316274
  2.8096528 ]"
834,It may be a long journey., A long journey is anticipated.,[-2.9628968 -1.4237595 -0.9124189 ... -0.8603137 -1.0414176  1.1900856],[-1.6697159 -1.1771308  2.029747  ... -0.9566376  0.7701587  0.7043372]
835,He can speak several languages., He is multilingual.,"[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]","[ 0.27205503  6.3924494   2.0611577  ...  0.08034891 -0.843787
  5.522855  ]"
836,She may not be happy., She is likely to be unhappy.,"[ 0.21607025  3.8284647   0.90126365 ...  0.08643027 -3.4274914
  4.4082446 ]",[0.09065868 5.325237   2.5720422  ... 0.02927197 0.08528286 3.7452502 ]
837,They may not come., Their attendance is uncertain.,"[-0.15399055  2.9356759   0.0432423  ... -0.08465199 -1.650737
  3.8436832 ]","[-0.78295624 -0.9656789   0.7809653  ... -1.5186749  -2.3583992
  2.9529662 ]"
838,We may have to postpone the meeting., Postponing the meeting is a possibility.,"[-2.449453   -0.61301726 -0.6614689  ...  0.6668364  -3.672571
  2.6714735 ]","[-1.341409    0.6634098   0.728782   ... -0.21292385  2.1098623
  1.2144461 ]"
839,The concert may be cancelled., The concert might be cancelled.,"[ 0.41270676 -1.9440756  -1.4839706  ...  1.2799908  -5.057943
  2.4200063 ]","[ 0.3566449  -1.1652125  -0.98512214 ...  0.53203356 -2.8614092
  1.98131   ]"
840,It may be sunny tomorrow., Sunny weather is forecast for tomorrow.,"[-1.2216364   1.0094562   2.1970394  ... -0.04815322 -2.7019434
  3.1201036 ]","[ 2.0851903   0.5003317   3.0520968  ... -1.0438335  -0.25075138
  2.0592387 ]"
841,He can fix the car., He is capable of fixing the car.,"[ 2.8130913e+00  9.0222387e+00  1.9173132e-01 ...  4.9440661e-03
 -5.3299063e-01  2.8758745e+00]",[1.9829481  8.987418   1.0360079  ... 0.16015331 0.5682953  1.7168905 ]
842,She may go to the party., She is planning to go to the party.,"[ 2.5707133   3.0171463   4.0819783  ... -0.21300507 -3.018446
  3.2931569 ]",[ 1.5269705  3.6153102  2.8689938 ... -0.8120479 -1.2901675  2.9977725]
843,They may need assistance., Assistance might be required.,"[-0.64886975  4.6175175   0.80718267 ...  0.53374314 -1.8327029
  2.221561  ]",[0.35208005 4.7001896  1.1946151  ... 0.24754357 0.5729085  0.91232   ]
844,We may be home late., We expect to arrive home late.,"[-3.1663792  -1.6071624   2.0814507  ...  0.27565488 -2.8580332
  1.9322962 ]","[-1.3400898   1.7492498   0.11630797 ... -1.6981869  -0.79715306
  3.8234832 ]"
845,The project may be delayed., The project might be delayed.,"[ 0.24265806 -0.5073741   1.0426289  ... -0.05194237 -2.4896896
  2.856857  ]","[ 0.41246727  0.03301831  0.8127148  ... -0.02291803 -1.3752462
  2.4317546 ]"
846,It may be windy., Windy weather is expected.,"[-1.6950325   0.48327455  0.48410958 ... -0.8717211  -2.6298456
  1.7101053 ]","[ 1.885161   -1.0168623   1.791647   ... -1.729888   -0.01184845
 -0.35618767]"
847,He can play the guitar., He is able to play the guitar.,"[ 2.4878685   9.512153   -0.19940777 ... -0.03284339 -1.2597781
  3.541153  ]",[2.0254624 7.9992156 0.5215006 ... 0.1508547 0.5115548 3.1071315]
848,She may be tired., She is probably tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[-0.4212215   3.6753192   3.8916397  ... -0.22814135  0.09400125
  4.1237197 ]"
849,They may need more time., More time is required.,"[-0.81129616  5.1647058   1.5450023  ... -0.16964287 -1.425086
  1.8836336 ]","[-1.4744928   3.2975388   3.693447   ... -0.5264737   1.3863442
 -0.04979851]"
850,We may not be able to attend., Our attendance is uncertain.,"[-1.5533272   4.1835394  -0.52087927 ... -0.5557164  -2.051519
  2.3656116 ]","[-0.995952   -2.163451    0.18484128 ... -1.4792043  -3.4353433
  3.3038223 ]"
851,The meeting may be unproductive., An unproductive meeting is possible.,"[ 0.71315753 -1.6143507  -0.90640396 ...  0.34733215 -0.62212783
  2.4323547 ]","[-0.35670027  0.5451309   0.39504957 ... -0.10054304  4.203666
  0.5609179 ]"
852,It may be a difficult task., The task is expected to be difficult.,"[-2.9767776  -0.22614574  0.05171636 ...  0.05988565 -1.6328734
  2.1058815 ]","[-0.37683183  4.1928644   1.2430867  ...  0.04887339 -0.04985619
  3.053849  ]"
853,He can drive a truck., He is qualified to drive a truck.,[ 1.8760309  8.62748   -1.1862013 ... -1.1753348  1.2219871  4.213203 ],"[ 2.481763    8.785192   -0.22235903 ... -0.56988347  2.2460504
  4.586403  ]"
854,She may need surgery., Surgery might be necessary.,[-0.6694735  6.0051217  2.7815664 ... -1.043416  -2.3321033  1.4355276],"[ 0.15864162  5.527639    2.324489   ... -0.0520659   1.2415469
  0.7212399 ]"
855,They may not agree., Disagreement is a possibility.,"[-1.8748786   3.6126037  -0.5912165  ... -0.10099454 -4.672036
  3.828788  ]","[-1.9253178   1.3517091   0.94252163 ... -2.6252446  -0.72264326
  2.957302  ]"
856,We may lose the game., Losing the game is a possibility.,"[-0.77190524  5.398372    0.0717177  ... -0.8441415  -3.7035007
  2.8619301 ]","[-1.2710466   3.5436575   1.8784016  ... -0.7620794   0.95311356
  2.4256663 ]"
857,The bus may be full., The bus might be full.,[-0.9738198 -1.013776   3.3086386 ...  0.7014518 -4.0865226  1.3062214],"[-1.4880615  -0.55256885  2.680579   ...  0.9470599  -3.1730769
  1.8564447 ]"
858,It may be too late., It might be too late.,"[-2.6568596   0.8574982   0.4730591  ...  0.13420618  0.0081869
  2.342824  ]","[-1.8670908   3.2475655   1.4487404  ...  0.57921815  0.77298784
  1.5658154 ]"
859,He can cook a meal., He is able to cook a meal.,[ 0.8588398  6.13575    0.7384985 ... -0.5936381 -0.9153536  3.1409807],"[ 1.1005573   6.066679    0.7047746  ... -0.36278358  0.06880608
  3.208461  ]"
860,She may leave early., An early departure is possible.,"[-0.3520936   3.5541973   2.2683043  ... -0.07974931 -2.2462952
  3.3552794 ]","[ 0.17672046  1.0769229   1.1633023  ... -1.6503774   2.2554815
  2.1724753 ]"
861,They may have already left., They could have already left.,"[-1.327629    3.9924247   0.64132893 ...  0.5474271  -1.9162899
  1.6741053 ]","[-0.6322419   5.8403735   0.5471172  ...  0.26472428  0.31959674
  1.5784999 ]"
862,We may need a reservation., A reservation might be necessary.,"[ 0.0802897   1.3213828   0.88916236 ... -1.0953844  -3.858797
  1.5142846 ]","[ 2.185921    1.3985647   1.1829215  ... -1.9622507  -0.32066503
  2.09069   ]"
863,The coffee may be cold., The coffee should be hot.,[-2.1444538  2.1098785  3.0647948 ... -0.5525599 -1.3895704  3.3884087],[-2.0177336  3.3727398  3.8793433 ... -1.2307711  1.1889588  4.0505304]
864,He can fix the sink., He ought to fix the sink.,"[ 3.1933696   8.355019    0.05853514 ...  0.03410969 -0.1498518
  2.2112148 ]","[ 0.6273791   6.391917    0.36775166 ... -0.01361167  0.76044834
  1.131612  ]"
865,She may go to the park., She plans to go to the park.,"[ 2.8618624   3.2633688   4.693942   ... -0.23835172 -2.2262094
  3.5040877 ]","[ 2.8469872   2.8681362   2.725247   ... -0.19842438 -0.62118286
  3.3944592 ]"
866,They may arrive late., They might arrive late.,[-1.8638723  0.9708408  0.8574025 ... -1.180399  -3.6620622  3.3535774],[-1.4752762  1.7327855  1.0059893 ... -1.1512467 -2.138558   2.9546413]
867,We may order pizza., We are considering ordering pizza.,[-1.321122   2.0250735  1.2274759 ... -0.28047   -3.9723701  3.1743522],[-1.9095272  1.1655004  1.2176504 ... -0.8145337 -2.721449   2.8186195]
868,The dog may bark., The dog is prone to barking.,"[ 1.1393232   5.095483    1.3913367  ... -0.06843878 -1.2318687
  1.4998436 ]",[1.1275411  4.411208   0.19516331 ... 0.26499704 0.3016553  0.69471884]
869,It may rain tomorrow., Rain is possible tomorrow.,"[ 0.44444036  3.6320057   4.1046515  ...  0.43432465 -4.666068
  2.7971842 ]","[ 1.5427442   1.0462043   3.6569316  ... -0.25088114 -2.7529767
  1.7099726 ]"
870,He can speak Spanish fluently., He is fluent in Spanish.,"[-0.99028397  7.064449    2.1385674  ...  0.16412523 -0.5724889
  4.669038  ]","[-0.6837259   5.4458065   2.6165497  ...  1.2303759   0.13143483
  5.0595055 ]"
871,She may be tired., She is probably tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[-0.4212215   3.6753192   3.8916397  ... -0.22814135  0.09400125
  4.1237197 ]"
