,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
751,He motivated his teammates.,She motivated her teammates.,"[ 0.60111296  7.9177804   0.26778027 ... -0.5078233   0.8062831
  4.6142416 ]","[ 1.4560963   7.7656364   0.16081052 ... -0.36976257 -0.01385978
  4.896201  ]"
752,The athlete set a new record.,The athlete set a new record.,"[ 1.9899642   4.8018756  -1.7679245  ... -0.68024766 -0.26936558
  1.2570655 ]","[ 1.9899642   4.8018756  -1.7679245  ... -0.68024766 -0.26936558
  1.2570655 ]"
753,He celebrated his achievement.,She celebrated her achievement.,"[-0.12898545  5.8396044  -0.48903465 ... -1.6539204   0.3467636
  5.3019967 ]","[-0.17568812  4.2484884   0.7005799  ... -1.2963326  -1.6808189
  5.171496  ]"
754,The fans admired his talent.,The fans admired her talent.,"[ 0.7432146   4.3876343  -2.0284655  ... -0.77669793 -2.1277902
  3.0188324 ]","[ 0.81328136  3.7790635  -1.2039891  ... -0.89619136 -3.3030784
  3.122427  ]"
755,He inspired others to pursue their dreams.,She inspired others to pursue their dreams.,[-1.9505512 10.213936  -1.5189993 ...  1.1913894 -1.4337386  1.9157286],"[-1.7101628   8.845384   -0.91249293 ...  1.7274587  -3.210514
  2.4542856 ]"
756,The role model set a positive example.,The role model set a positive example.,"[ 0.98956156  3.893577    0.9598365  ... -1.1549954   0.45233643
 -1.3446712 ]","[ 0.98956156  3.893577    0.9598365  ... -1.1549954   0.45233643
 -1.3446712 ]"
757,He gave back to the community.,She gave back to the community.,[0.12817648 7.5663447  1.3179588  ... 1.3014449  1.4114215  2.098088  ],"[ 0.7269723   6.731553    0.9668008  ...  1.676356   -0.12578599
  1.9002813 ]"
758,The philanthropist donated generously.,The philanthropist donated generously.,"[ 1.7049544   3.627568    0.27268866 ... -1.6866285  -1.3835331
  0.5067813 ]","[ 1.7049544   3.627568    0.27268866 ... -1.6866285  -1.3835331
  0.5067813 ]"
759,He supported charitable causes.,She supported charitable causes.,[ 2.1679924  7.5472236  1.6227179 ... -0.7788831  0.2815531  2.5991282],"[ 2.8569083   6.313226    2.4074728  ... -0.22245002 -2.0168705
  2.8230689 ]"
760,The volunteer helped those in need.,The volunteer helped those in need.,"[ 3.0267873   6.249268    3.348721   ... -0.18355621 -1.0193964
  1.7076435 ]","[ 3.0267873   6.249268    3.348721   ... -0.18355621 -1.0193964
  1.7076435 ]"
761,The architect designed a sustainable building.,The architect designed a sustainable building.,[-1.1040858 -0.5077453  0.5391525 ... -1.057155  -2.112763  -0.6386794],[-1.1040858 -0.5077453  0.5391525 ... -1.057155  -2.112763  -0.6386794]
762,He incorporated green technology.,She incorporated green technology.,"[ 0.5448132   4.137704    1.1252992  ... -0.37718982 -1.3984166
  0.4715953 ]","[ 0.9767892   3.4224715   1.6593759  ... -0.3863746  -2.6892369
  0.28534418]"
763,The engineer oversaw the construction.,The engineer oversaw the construction.,"[ 0.71462715 -0.7919736   0.8319596  ... -0.3559332  -1.0018826
  3.3057437 ]","[ 0.71462715 -0.7919736   0.8319596  ... -0.3559332  -1.0018826
  3.3057437 ]"
764,He ensured structural integrity.,She ensured structural integrity.,"[-1.3095629   5.364586    0.5649297  ...  0.93237144  3.713178
  2.0442414 ]","[-1.1184877   4.524803    0.86979973 ...  1.1632887   2.4302368
  2.0202353 ]"
765,The contractor managed the project effectively.,The contractor managed the project effectively.,"[ 1.4236902   1.3848591   0.9962759  ... -0.51625276  0.9704663
  0.4584329 ]","[ 1.4236902   1.3848591   0.9962759  ... -0.51625276  0.9704663
  0.4584329 ]"
766,He hired skilled workers.,She hired skilled workers.,"[-0.76045483  5.989625    1.3609887  ... -2.2544289   2.8852606
  3.370847  ]","[ 0.24211726  5.0379696   1.5181024  ... -1.4967375   1.1036873
  3.2875676 ]"
767,The construction crew worked diligently.,The construction crew worked diligently.,"[-0.95110196 -5.203338    2.0756211  ... -1.2720464  -2.0468504
  2.4310133 ]","[-0.95110196 -5.203338    2.0756211  ... -1.2720464  -2.0468504
  2.4310133 ]"
768,He completed the project on time.,She completed the project on time.,"[-1.0130895   2.9370773   1.3515091  ... -0.31785896 -0.06737603
  2.51404   ]","[-0.3294011   2.5464103   1.8655785  ... -0.02717148 -2.0880916
  2.8625104 ]"
769,The client was satisfied with the results.,The client was satisfied with the results.,"[ 2.104423    1.4905056   0.49542078 ... -1.941427   -1.6343517
  2.1368208 ]","[ 2.104423    1.4905056   0.49542078 ... -1.941427   -1.6343517
  2.1368208 ]"
770,He paid the final invoice.,She paid the final invoice.,[ 1.6200333  4.544625   1.9042253 ... -0.6535113  1.6839256  2.2258217],"[ 1.8017721   3.2434795   1.9881796  ... -0.15906109  0.09426215
  2.3826733 ]"
771,The real estate agent sold the property.,The real estate agent sold the property.,"[-1.7093028   1.1008894   3.4226055  ... -2.0283556  -0.84152067
  3.0618286 ]","[-1.7093028   1.1008894   3.4226055  ... -2.0283556  -0.84152067
  3.0618286 ]"
772,He negotiated a fair price.,She negotiated a fair price.,"[ 0.7709158   5.2219744   2.014318   ... -1.9786943  -0.16756444
  1.7812182 ]","[ 0.72160053  4.8790417   2.193349   ... -1.8038021  -0.9084127
  1.689878  ]"
773,The buyer purchased the house.,The buyer purchased the house.,[ 0.684272   2.3444037  2.00971   ... -1.271029   1.4696757  3.1590822],[ 0.684272   2.3444037  2.00971   ... -1.271029   1.4696757  3.1590822]
774,He moved into his new home.,She moved into her new home.,"[ 2.4736443  -0.08683924  2.0671802  ...  0.8528959   0.5115232
  2.3912601 ]",[ 2.7088292 -1.3013326  2.1668274 ...  1.4669129 -1.2951182  2.499504 ]
775,The interior designer decorated the space.,The interior designer decorated the space.,"[ 1.7856649e-01 -2.7938783e+00 -7.1948832e-01 ... -1.1022340e-01
  2.0405564e-03  7.5152904e-01]","[ 1.7856649e-01 -2.7938783e+00 -7.1948832e-01 ... -1.1022340e-01
  2.0405564e-03  7.5152904e-01]"
776,He selected furniture carefully.,She selected furniture carefully.,[-0.6669499  0.2687175  2.5893598 ... -1.4682419  3.7503135  1.923638 ],"[-0.34265512 -0.35889563  3.055554   ... -1.1800809   1.9235299
  1.9249166 ]"
777,The homeowner furnished the house tastefully.,The homeowner furnished the house tastefully.,"[ 1.5465021  -3.1161604   0.5643334  ... -2.6571202   0.15995845
  2.3990035 ]","[ 1.5465021  -3.1161604   0.5643334  ... -2.6571202   0.15995845
  2.3990035 ]"
778,He landscaped the yard beautifully.,She landscaped the yard beautifully.,"[ 0.39201197 -1.4994113  -0.685584   ... -2.5801566   0.12440208
  4.311118  ]","[ 0.6139764  -1.7753392  -0.35736164 ... -2.426437   -0.41096497
  4.0322237 ]"
779,The gardener planted flowers and shrubs.,The gardener planted flowers and shrubs.,[ 0.6126906 -1.7527995  1.0106711 ... -1.6516843 -0.6915004  1.7873179],[ 0.6126906 -1.7527995  1.0106711 ... -1.6516843 -0.6915004  1.7873179]
780,He maintained the lawn meticulously.,She maintained the lawn meticulously.,[ 2.70858    1.979813   0.4033512 ... -2.34819   -0.1709695  2.5162518],[ 3.129192   1.0919669  1.0016196 ... -2.037325  -1.6110579  2.3149712]
781,The neighbor admired the property.,The neighbor admired the property.,[ 1.0679597 -0.708072   1.1392164 ... -1.4128624 -0.9539531  2.948541 ],[ 1.0679597 -0.708072   1.1392164 ... -1.4128624 -0.9539531  2.948541 ]
782,He enjoyed his new home.,She enjoyed her new home.,"[ 2.264561   -0.31582347  0.72580034 ... -1.0066656   0.6807017
  2.2564473 ]","[ 2.556442   -1.4172764   1.0987772  ... -0.38047132 -1.5302339
  2.4073346 ]"
783,The community welcomed the new resident.,The community welcomed the new resident.,"[ 2.2685022   0.70410794 -0.41124016 ...  0.00833002 -0.04185435
  2.1012619 ]","[ 2.2685022   0.70410794 -0.41124016 ...  0.00833002 -0.04185435
  2.1012619 ]"
784,He became involved in local activities.,She became involved in local activities.,[ 1.1173686  3.2675812  1.4867704 ...  0.5752044 -2.6065662  2.2954483],"[ 1.6905115   2.324428    2.3305833  ...  0.61771053 -4.6561575
  2.7299888 ]"
785,The homeowner felt a sense of belonging.,The homeowner felt a sense of belonging.,"[ 0.6414616   2.1786342   0.33474094 ... -1.3205272   1.2686635
  0.3276186 ]","[ 0.6414616   2.1786342   0.33474094 ... -1.3205272   1.2686635
  0.3276186 ]"
786,He contributed to the neighborhood.,She contributed to the neighborhood.,"[-0.36074474  2.7782538  -0.84893817 ...  0.75704736  0.76099306
  1.1526283 ]","[-0.10608268  2.237035   -0.5042045  ...  0.8518335  -0.8585782
  1.5236999 ]"
787,The resident participated in community events.,The resident participated in community events.,"[ 1.5822521  -0.84322774  0.02565834 ... -1.124216   -0.8220459
  3.3643486 ]","[ 1.5822521  -0.84322774  0.02565834 ... -1.124216   -0.8220459
  3.3643486 ]"
788,He volunteered his time and skills.,She volunteered her time and skills.,[ 4.576707   5.595955   1.1180556 ... -1.0935284 -1.5894454  1.4004786],"[ 5.1890783   4.292193    1.6148412  ... -0.28096178 -3.7646234
  1.9522208 ]"
789,The local organization benefited from his support.,The local organization benefited from her support.,"[ 4.918924    2.8994045   2.0863547  ...  0.42836082 -2.1992786
  0.73957425]","[ 4.945386    2.1934495   2.3472831  ...  0.25571412 -3.1131518
  0.9958906 ]"
790,He made a positive impact on the community.,She made a positive impact on the community.,"[ 0.5525827   3.5152266  -0.13612215 ... -0.5089719   2.2509637
 -0.27650958]","[ 1.2186432   2.8061244   0.47813007 ... -0.10120481  0.1044162
 -0.08385155]"
791,The town celebrated its progress.,The town celebrated its progress.,[ 1.5792656 -1.5409646  1.0071954 ... -0.4843776 -2.3893988  3.4571126],[ 1.5792656 -1.5409646  1.0071954 ... -0.4843776 -2.3893988  3.4571126]
792,He planned the town's anniversary.,She planned the town's anniversary.,[-1.1707804 -3.747423   1.8445691 ... -0.3408362 -1.1395725  3.8965356],"[-0.5732891  -4.433018    1.8876389  ...  0.19632728 -2.7018008
  4.170174  ]"
793,The mayor addressed the citizens.,The mayor addressed the citizens.,"[-0.6720016   3.5996315   0.22290312 ... -1.1129947  -2.470356
  3.4519665 ]","[-0.6720016   3.5996315   0.22290312 ... -1.1129947  -2.470356
  3.4519665 ]"
794,He announced new initiatives.,She announced new initiatives.,"[-0.36539215  3.2871552   0.44665736 ... -0.3423284  -0.3750303
  1.5270393 ]","[-0.04276209  1.7382224   0.88807046 ... -0.23975551 -2.1234982
  1.5451238 ]"
795,The council member proposed a new policy.,The council member proposed a new policy.,"[ 0.39959055 -0.66901714  0.18256664 ... -0.05961224 -1.3054013
  0.06495921]","[ 0.39959055 -0.66901714  0.18256664 ... -0.05961224 -1.3054013
  0.06495921]"
796,He voted in favor of the proposal.,She voted in favor of the proposal.,"[-0.49243885  8.285624    1.00877    ... -2.0144975   4.458678
  2.0151134 ]","[-0.19889659  6.940322    1.0151565  ... -1.5477113   2.4506512
  1.9980195 ]"
797,The committee reviewed the legislation.,The committee reviewed the legislation.,"[-0.9348285  -0.69244885  0.37016776 ... -0.90965635 -0.6792514
  3.308363  ]","[-0.9348285  -0.69244885  0.37016776 ... -0.90965635 -0.6792514
  3.308363  ]"
798,He drafted a new law.,She drafted a new law.,"[ 0.59647757  6.104425    0.4590198  ... -2.8573964   3.188783
  2.5279653 ]","[ 0.9123468   4.912044    0.49710107 ... -2.722331    1.1918343
  1.8490864 ]"
799,The legislator advocated for change.,The legislator advocated for change.,"[ 0.29835302  5.9718847   0.369687   ... -1.1023697   0.6574993
  1.1208717 ]","[ 0.29835302  5.9718847   0.369687   ... -1.1023697   0.6574993
  1.1208717 ]"
800,He represented his constituents.,She represented her constituents.,"[-0.7084542   7.101265    1.7756374  ... -0.21662402 -0.25327176
  3.3281531 ]","[-0.66572034  5.808299    2.1895578  ...  0.0595536  -2.0947638
  3.785049  ]"
801,The politician addressed the concerns of voters.,The politician addressed the concerns of voters.,"[-2.0885048   5.6005535   1.0450499  ... -1.0548098  -0.85860026
  2.6120994 ]","[-2.0885048   5.6005535   1.0450499  ... -1.0548098  -0.85860026
  2.6120994 ]"
802,He campaigned for re-election.,She campaigned for re-election.,"[-0.16711377  7.1866546   1.6966013  ... -1.4622649   0.87745804
  3.516318  ]","[ 0.75224394  6.218433    1.8511891  ... -0.96886396 -0.91237646
  3.4565618 ]"
803,The candidate won the election.,The candidate won the election.,[ 3.4292305  4.9972243 -0.5816005 ... -1.0183135  2.061487   3.1329212],[ 3.4292305  4.9972243 -0.5816005 ... -1.0183135  2.061487   3.1329212]
804,He assumed office.,She assumed office.,"[-1.1963986   4.5924873   1.9360058  ... -0.23523273  2.313271
  3.0426338 ]",[-1.0846429  3.4314847  2.1133478 ... -0.1562272  1.0810947  2.9332478]
805,The leader implemented new programs.,The leader implemented new programs.,"[ 1.2095412   4.593631   -1.1668206  ... -0.6160293  -0.0406061
  0.06899431]","[ 1.2095412   4.593631   -1.1668206  ... -0.6160293  -0.0406061
  0.06899431]"
806,He improved public services.,She improved public services.,"[ 1.5734799   6.5703344  -0.69969046 ... -1.856272    1.5087639
  1.5601478 ]","[ 2.255831    5.241128    0.18025455 ... -1.9011014  -0.34516293
  1.9856106 ]"
807,The government invested in infrastructure.,The government invested in infrastructure.,"[-0.7715459   6.7226663   1.2108883  ... -1.6714581  -0.73210645
  0.42168263]","[-0.7715459   6.7226663   1.2108883  ... -1.6714581  -0.73210645
  0.42168263]"
808,He created jobs.,She created jobs.,"[-0.50480366  7.2755127   0.7229246  ... -1.3491526   2.7493267
  1.1632584 ]",[-0.2581125  6.554245   1.331928  ... -0.9280611  0.9406089  1.462229 ]
809,The economy grew steadily.,The economy grew steadily.,"[ 3.0915399   0.48606706  2.602337   ... -4.0406494   1.323154
  3.4062004 ]","[ 3.0915399   0.48606706  2.602337   ... -4.0406494   1.323154
  3.4062004 ]"
810,He reduced unemployment.,She reduced unemployment.,"[ 0.59777534  7.593611    0.23481888 ... -0.58945704  1.2424505
  2.296392  ]","[ 1.2598819   6.7160716   0.8000766  ... -0.20590748 -0.26755437
  2.2319298 ]"
811,The country experienced economic growth.,The country experienced economic growth.,"[-0.9846011   1.117005   -0.27239093 ... -0.92992157  0.7899167
  4.3768325 ]","[-0.9846011   1.117005   -0.27239093 ... -0.92992157  0.7899167
  4.3768325 ]"
812,He improved the quality of life.,She improved the quality of life.,[-0.6027347  6.172915  -1.1104599 ... -0.6157794  0.5946847  1.7640898],"[ 0.20476946  5.801624   -0.6941689  ... -0.38569978 -1.0350336
  1.8377016 ]"
813,The citizens enjoyed a higher standard of living.,The citizens enjoyed a higher standard of living.,"[-6.3732415e-01  1.7999831e+00 -7.5438648e-01 ... -9.4424891e-01
  1.6011397e-03  2.1754141e+00]","[-6.3732415e-01  1.7999831e+00 -7.5438648e-01 ... -9.4424891e-01
  1.6011397e-03  2.1754141e+00]"
814,He promoted social justice.,She promoted social justice.,[0.33638507 7.4428544  1.4534147  ... 0.2909947  0.22234318 3.0824566 ],"[ 0.19618917  5.7421365   1.840946   ...  0.22549467 -1.988105
  3.5262551 ]"
815,The activist fought for equality.,The activist fought for equality.,[-1.3090597  8.709185   2.7181454 ... -2.071306  -3.535465   3.794671 ],[-1.3090597  8.709185   2.7181454 ... -2.071306  -3.535465   3.794671 ]
816,He championed human rights.,She championed human rights.,"[-0.2985808   8.035295    1.5469675  ... -0.53261894 -1.8906336
  3.6098254 ]","[-0.30976808  7.5105443   1.8068422  ... -0.64336294 -2.6352205
  3.8133605 ]"
817,The explorer discovered a new species.,The explorer discovered a new species.,"[ 2.0480723   4.0291553   1.0171617  ... -0.56084615  1.2364883
 -0.26594844]","[ 2.0480723   4.0291553   1.0171617  ... -0.56084615  1.2364883
 -0.26594844]"
818,He documented his findings meticulously.,She documented her findings meticulously.,"[-0.01161088  0.82387835  0.38972804 ... -1.2282832  -0.58420175
  2.3189583 ]","[-0.32908654 -0.2337125   0.50775456 ... -0.9810424  -2.275428
  2.6916187 ]"
819,The scientist analyzed the specimen.,The scientist analyzed the specimen.,"[-2.543817    3.6152134   2.8622818  ...  0.06325839 -3.1548672
  2.0627074 ]","[-2.543817    3.6152134   2.8622818  ...  0.06325839 -3.1548672
  2.0627074 ]"
820,He conducted research in the field.,She conducted research in the field.,"[-1.0062535   3.8587172   1.3318807  ... -0.2439214  -0.14380722
  3.2692583 ]","[-0.64458364  2.841507    1.5899794  ... -0.04276909 -1.6321638
  3.5192432 ]"
821,The researcher published their findings.,The researcher published their findings.,"[ 2.3841860e+00  8.2751465e-01  1.6979168e-01 ... -1.8742919e+00
 -2.2783328e-03  1.9460331e+00]","[ 2.3841860e+00  8.2751465e-01  1.6979168e-01 ... -1.8742919e+00
 -2.2783328e-03  1.9460331e+00]"
822,He presented his work at a conference.,She presented her work at a conference.,"[-1.149376    1.4303789  -0.24332115 ... -1.7309523  -0.03310746
  2.7404065 ]","[-0.94570297  0.38396844  0.46787104 ... -1.7229584  -2.0525863
  3.4634235 ]"
823,The professor lectured on the subject.,The professor lectured on the subject.,"[-2.5312824   1.5777702   1.0849278  ... -2.0424764  -0.16551495
  3.348431  ]","[-2.5312824   1.5777702   1.0849278  ... -2.0424764  -0.16551495
  3.348431  ]"
824,He mentored young scientists.,She mentored young scientists.,"[ 0.65820265  6.1841216   1.507398   ... -0.2616638   0.4614285
  2.7433527 ]","[ 0.6235114   6.1483784   1.9694338  ... -0.26027727  0.6261316
  2.437935  ]"
825,The student conducted independent research.,The student conducted independent research.,"[-0.12272117  1.771973   -0.2749675  ... -1.1639447  -1.4537293
  2.6206014 ]","[-0.12272117  1.771973   -0.2749675  ... -1.1639447  -1.4537293
  2.6206014 ]"
826,He wrote a thesis on his findings.,She wrote a thesis on her findings.,"[-0.45849335  3.1499708   0.01873676 ... -2.2564607  -0.3007767
  2.1998494 ]","[-0.02736668  2.2895763   0.54805386 ... -2.0862138  -2.0376506
  2.5468109 ]"
827,The graduate student defended their dissertation.,The graduate student defended their dissertation.,"[ 1.356416    2.9118278  -0.16705158 ... -0.77663517  0.6382431
  4.724189  ]","[ 1.356416    2.9118278  -0.16705158 ... -0.77663517  0.6382431
  4.724189  ]"
828,He received his doctorate.,She received her doctorate.,[0.80295056 7.848009   2.4428196  ... 0.39910698 2.6598155  3.4885085 ],[1.4511944  6.6531434  2.1796768  ... 0.6583723  0.88266164 3.5635746 ]
829,The post-doctoral researcher continued their studies.,The post-doctoral researcher continued their studies.,[ 1.7403564 -0.3106299  2.431106  ... -1.0548207  1.147621   2.640471 ],[ 1.7403564 -0.3106299  2.431106  ... -1.0548207  1.147621   2.640471 ]
830,He collaborated with other scientists.,She collaborated with other scientists.,"[-1.5636024   3.5993738   0.46984473 ... -1.0791321   0.3388392
  0.606158  ]",[-1.2315456  2.8972244  0.9154637 ... -0.6473    -1.087653   0.5206465]
831,The team worked together effectively.,The team worked together effectively.,"[ 0.96386486  0.5505552   0.7622723  ... -2.8357027  -2.8847835
  3.3142507 ]","[ 0.96386486  0.5505552   0.7622723  ... -2.8357027  -2.8847835
  3.3142507 ]"
832,He developed a new theory.,She developed a new theory.,"[ 1.7744709   5.0666394  -0.5158219  ... -0.85507584  0.04773261
 -0.06842717]","[ 1.9448986   4.0091662  -0.10708513 ... -0.64527565 -1.4417257
  0.21356814]"
833,The innovator created a groundbreaking invention.,The innovator created a groundbreaking invention.,"[ 2.5777006   5.7960815  -0.92547387 ... -1.4178147  -1.4527912
  0.3315253 ]","[ 2.5777006   5.7960815  -0.92547387 ... -1.4178147  -1.4527912
  0.3315253 ]"
834,He patented his invention.,She patented her invention.,"[ 2.0759065   7.560318   -0.09200998 ... -1.9338446   0.37563878
  0.52529585]","[ 1.7084417   6.640689    0.08352182 ... -2.0267956  -0.68391
  0.91689444]"
835,The engineer designed a new technology.,The engineer designed a new technology.,"[ 0.7256061   3.8085518  -0.21185528 ... -1.9492581  -1.9645863
 -0.4854126 ]","[ 0.7256061   3.8085518  -0.21185528 ... -1.9492581  -1.9645863
 -0.4854126 ]"
836,He built a prototype.,She built a prototype.,"[ 1.5141602   4.161721    0.6941987  ... -1.9249108   0.5072727
  0.16843483]","[ 1.8854501   3.050115    1.5268561  ... -1.6465676  -1.1990117
 -0.04881214]"
837,The technician tested the equipment.,The technician tested the equipment.,"[ 3.474877    5.6202245   0.6240836  ... -0.77468854 -3.7385037
  1.4203044 ]","[ 3.474877    5.6202245   0.6240836  ... -0.77468854 -3.7385037
  1.4203044 ]"
838,He analyzed the data.,She analyzed the data.,"[-1.225615    1.8560021   0.34813395 ... -0.6673108  -1.1825349
  3.615209  ]","[-1.1124122   1.3357949   0.531298   ... -0.46339792 -2.1724224
  3.3722663 ]"
839,The programmer wrote the software.,The programmer wrote the software.,[ 2.5680645  3.7921112 -0.7646823 ... -1.5421208  1.5537645  2.6507618],[ 2.5680645  3.7921112 -0.7646823 ... -1.5421208  1.5537645  2.6507618]
840,He developed a new algorithm.,She developed a new algorithm.,"[ 2.7071965   5.4453964  -0.5911332  ... -1.1700808   0.00563717
 -0.6758265 ]","[ 2.557125    4.572127   -0.1567899  ... -0.9004244  -1.5856918
 -0.35533777]"
841,The software engineer improved the system's performance.,The software engineer improved the system's performance.,"[ 3.1095517   3.7708921  -0.41560006 ... -1.0396867  -0.9546152
  2.3341398 ]","[ 3.1095517   3.7708921  -0.41560006 ... -1.0396867  -0.9546152
  2.3341398 ]"
842,He designed a user-friendly interface.,She designed a user-friendly interface.,"[ 0.9510885   1.1721147  -1.088396   ... -1.9160696   0.751001
 -0.46773627]","[ 1.594286   -0.03539195 -0.46398768 ... -2.0047657  -1.1431073
 -0.30313605]"
843,The user experienced a seamless interaction.,The user experienced a seamless interaction.,"[ 1.0343336   0.18850128  0.8075198  ... -0.760178    3.079778
  0.36839458]","[ 1.0343336   0.18850128  0.8075198  ... -0.760178    3.079778
  0.36839458]"
844,He provided technical support.,She provided technical support.,"[ 0.3011319   4.9652104   1.7542082  ... -0.52997005  1.9831731
  1.6179116 ]","[ 0.61796564  4.5302653   2.2034218  ... -0.41667813  0.29086524
  1.6477314 ]"
845,The customer service representative resolved the issue.,The customer service representative resolved the issue.,"[ 3.7285633   3.3996108   1.10958    ... -1.8775861   0.05832633
  2.1649451 ]","[ 3.7285633   3.3996108   1.10958    ... -1.8775861   0.05832633
  2.1649451 ]"
846,He answered the customer's questions.,She answered the customer's questions.,"[ 0.97370094  5.2869024  -0.48170513 ... -1.686891   -0.28618997
  3.4352937 ]","[ 1.0228395   4.419867   -0.27628544 ... -1.5206605  -1.4672337
  3.3533175 ]"
847,The company received positive feedback.,The company received positive feedback.,[ 1.7551295  2.352097   0.587603  ... -1.548673   1.200735   2.6595504],[ 1.7551295  2.352097   0.587603  ... -1.548673   1.200735   2.6595504]
848,He launched a new product.,She launched a new product.,"[-0.87236947  4.8644433   0.5230352  ... -0.22050937 -0.55395085
  2.5935936 ]","[-0.3430393   3.705157    1.491381   ...  0.05701979 -2.4612157
  2.9147694 ]"
849,The marketing team promoted the product effectively.,The marketing team promoted the product effectively.,"[ 1.0640594   0.20622292  2.6564682  ... -0.9933468  -1.8666652
  3.4793415 ]","[ 1.0640594   0.20622292  2.6564682  ... -0.9933468  -1.8666652
  3.4793415 ]"
850,He developed a successful marketing campaign.,She developed a successful marketing campaign.,"[ 1.3972836   4.61149    -0.96129894 ... -1.3398317  -0.8064188
  0.9551137 ]",[ 1.5224634  3.5550513 -0.5064159 ... -1.1914364 -2.2445607  1.5225599]
851,The sales representative closed a deal.,The sales representative closed a deal.,"[ 2.0667994   2.818682    3.5830686  ... -2.5833175   1.3667659
  0.37793133]","[ 2.0667994   2.818682    3.5830686  ... -2.5833175   1.3667659
  0.37793133]"
852,He exceeded his sales quota.,She exceeded her sales quota.,"[ 0.8011694   3.204614    0.9529888  ... -1.2031003   0.66132265
  3.9760597 ]","[ 0.6841318   1.9930948   1.7924193  ... -0.99920684 -1.298134
  4.2111716 ]"
853,The manager rewarded his team.,The manager rewarded her team.,[ 5.411276   5.2409263  2.3005238 ... -1.7174921  1.369815   3.7204676],[ 5.5307064  5.023325   1.8157629 ... -1.9875288  0.4546968  4.2576485]
854,He celebrated the company's success.,She celebrated the company's success.,[-0.4425036  2.170946  -1.3996726 ... -1.186146  -1.2586082  4.3516974],"[-0.45174304  0.96769536 -0.5866155  ... -0.8847217  -2.718763
  4.333583  ]"
855,The CEO announced the company's growth.,The CEO announced the company's growth.,"[ 0.12159432  1.2588551   2.2316566  ... -1.4882996  -1.6653525
  2.1009262 ]","[ 0.12159432  1.2588551   2.2316566  ... -1.4882996  -1.6653525
  2.1009262 ]"
856,He invested in new technologies.,She invested in new technologies.,"[-1.4611465   5.992035    2.6500099  ... -1.6593399  -0.02129656
  2.2135315 ]","[-0.97704977  5.7590623   3.2771873  ... -1.3382174  -0.698862
  1.8198348 ]"
857,The investor funded the startup.,The investor funded the startup.,[ 2.156386   2.3723114  2.2691143 ... -1.3060623 -2.800726   3.2131634],[ 2.156386   2.3723114  2.2691143 ... -1.3060623 -2.800726   3.2131634]
858,He took a risk.,She took a risk.,"[ 0.72380537  5.691311    1.4365065  ... -0.9626935   1.9325564
  2.5858428 ]","[ 1.1690317   4.8330812   1.5774384  ... -0.56599706  0.34721217
  2.837831  ]"
859,The entrepreneur launched a new business.,The entrepreneur launched a new business.,[ 1.1495489  2.1270978  2.229526  ... -0.6990836 -2.0681639  2.0329635],[ 1.1495489  2.1270978  2.229526  ... -0.6990836 -2.0681639  2.0329635]
860,He built a successful company.,She built a successful company.,"[ 1.4504371   5.0255446   0.43869138 ... -1.8613051   1.0394393
  0.9051159 ]",[ 1.8566314  3.6882622  1.4060102 ... -1.6334962 -1.0341395  1.0278726]
861,The leader motivated his team.,The leader motivated her team.,"[ 1.1580774   5.2226815   0.45566308 ... -1.4423894   1.0252299
  3.430596  ]","[ 1.5954514   4.589062    0.3266293  ... -1.3148806   0.39363328
  3.6747386 ]"
862,He delegated responsibilities effectively.,She delegated responsibilities effectively.,[ 1.0733836  3.982301   1.822244  ... -1.6587547  3.658432   2.9730685],[ 1.5349286  2.915606   2.3583672 ... -1.1539732  1.6273962  3.3404574]
863,The manager oversaw the project.,The manager oversaw the project.,"[ 1.7296735  -1.2163421   1.794547   ...  0.06855691 -0.8337935
  3.4299834 ]","[ 1.7296735  -1.2163421   1.794547   ...  0.06855691 -0.8337935
  3.4299834 ]"
864,He ensured the project's success.,She ensured the project's success.,"[ 0.4903116   4.8093104   0.1539175  ... -0.12407879  3.7413478
  2.3371217 ]",[0.883192   3.6801164  0.42288867 ... 0.0526292  2.3845687  2.0446222 ]
865,The team worked collaboratively.,The team worked collaboratively.,"[ 0.29191953 -1.8381115   0.2090195  ... -1.9265236  -2.474317
  2.5471556 ]","[ 0.29191953 -1.8381115   0.2090195  ... -1.9265236  -2.474317
  2.5471556 ]"
866,He met all the deadlines.,She met all the deadlines.,"[ 0.78798884  3.5540287   0.7145135  ... -0.37423873  0.5947747
  1.7276872 ]","[ 1.0006361   2.8404312   0.59173894 ... -0.04798616 -1.2487082
  1.7569755 ]"
867,The client was satisfied with the results.,The client was satisfied with the results.,"[ 2.104423    1.4905056   0.49542078 ... -1.941427   -1.6343517
  2.1368208 ]","[ 2.104423    1.4905056   0.49542078 ... -1.941427   -1.6343517
  2.1368208 ]"
868,He exceeded expectations.,She exceeded expectations.,"[-0.09437656  4.9046216   0.01897115 ... -0.7446775   0.9116842
  4.165094  ]","[ 0.06551352  4.1799183   0.74654704 ... -0.3100757  -0.8998014
  4.194608  ]"
869,The company celebrated its achievement.,The company celebrated its achievement.,"[ 0.8571601   0.07251254  1.1868724  ... -1.9609684  -2.8167505
  4.2266827 ]","[ 0.8571601   0.07251254  1.1868724  ... -1.9609684  -2.8167505
  4.2266827 ]"
